NIVEAU;BRANCHE;LIB_NAF;Tranche de taille d'effectif;Chiffre d'affaires de la branche
a88 ;27;Fabrication d'équipements électriques ;Ensemble des tranches d'effectif ;22136,2
a88 ;27;Fabrication d'équipements électriques ;De 0 à 9 salariés en ETP ;844
a88 ;27;Fabrication d'équipements électriques ;De 10 à 19 salariés en ETP ;569,9
a88 ;27;Fabrication d'équipements électriques ;De 20 à 249 salariés en ETP ;6244,3
a88 ;27;Fabrication d'équipements électriques ;Plus de 250 salariés en ETP ;14477,6
a272 ;271;Fabrication de moteurs, génératrices et transformateurs électriques et de matériel de distribution et de commande électrique ;Ensemble des tranches d'effectif ;9233,7
a272 ;271;Fabrication de moteurs, génératrices et transformateurs électriques et de matériel de distribution et de commande électrique ;De 0 à 9 salariés en ETP ;180
a272 ;271;Fabrication de moteurs, génératrices et transformateurs électriques et de matériel de distribution et de commande électrique ;De 10 à 19 salariés en ETP ;229,8
a272 ;271;Fabrication de moteurs, génératrices et transformateurs électriques et de matériel de distribution et de commande électrique ;De 20 à 249 salariés en ETP ;2512,6
a272 ;271;Fabrication de moteurs, génératrices et transformateurs électriques et de matériel de distribution et de commande électrique ;Plus de 250 salariés en ETP ;6307,6
a272 ;272;Fabrication de piles et d'accumulateurs électriques ;Ensemble des tranches d'effectif ;691
a272 ;272;Fabrication de piles et d'accumulateurs électriques ;De 0 à 9 salariés en ETP ;S
a272 ;272;Fabrication de piles et d'accumulateurs électriques ;De 10 à 19 salariés en ETP ;S
a272 ;272;Fabrication de piles et d'accumulateurs électriques ;De 20 à 249 salariés en ETP ;S
a272 ;272;Fabrication de piles et d'accumulateurs électriques ;Plus de 250 salariés en ETP ;219,5
a272 ;273;Fabrication de fils et câbles et de matériel d'installation électrique ;Ensemble des tranches d'effectif ;5147,5
a272 ;273;Fabrication de fils et câbles et de matériel d'installation électrique ;De 0 à 9 salariés en ETP ;S
a272 ;273;Fabrication de fils et câbles et de matériel d'installation électrique ;De 10 à 19 salariés en ETP ;S
a272 ;273;Fabrication de fils et câbles et de matériel d'installation électrique ;De 20 à 249 salariés en ETP ;S
a272 ;273;Fabrication de fils et câbles et de matériel d'installation électrique ;Plus de 250 salariés en ETP ;3990,1
a272 ;274;Fabrication d'appareils d'éclairage électrique ;Ensemble des tranches d'effectif ;2261,9
a272 ;274;Fabrication d'appareils d'éclairage électrique ;De 0 à 9 salariés en ETP ;159,2
a272 ;274;Fabrication d'appareils d'éclairage électrique ;De 10 à 19 salariés en ETP ;131,2
a272 ;274;Fabrication d'appareils d'éclairage électrique ;De 20 à 249 salariés en ETP ;833
a272 ;274;Fabrication d'appareils d'éclairage électrique ;Plus de 250 salariés en ETP ;1136,7
a272 ;275;Fabrication d'appareils ménagers ;Ensemble des tranches d'effectif ;2736,2
a272 ;275;Fabrication d'appareils ménagers ;De 0 à 9 salariés en ETP ;S
a272 ;275;Fabrication d'appareils ménagers ;De 10 à 19 salariés en ETP ;S
a272 ;275;Fabrication d'appareils ménagers ;De 20 à 249 salariés en ETP ;947,5
a272 ;275;Fabrication d'appareils ménagers ;Plus de 250 salariés en ETP ;1717,1
a272 ;279;Fabrication d'autres matériels électriques ;Ensemble des tranches d'effectif ;2065,9
a272 ;279;Fabrication d'autres matériels électriques ;De 0 à 9 salariés en ETP ;126,9
a272 ;279;Fabrication d'autres matériels électriques ;De 10 à 19 salariés en ETP ;76
a272 ;279;Fabrication d'autres matériels électriques ;De 20 à 249 salariés en ETP ;762,4
a272 ;279;Fabrication d'autres matériels électriques ;Plus de 250 salariés en ETP ;1106,7
a88 ;28;Fabrication de machines et équipements n.c.a. ;Ensemble des tranches d'effectif ;38045,8
a88 ;28;Fabrication de machines et équipements n.c.a. ;De 0 à 9 salariés en ETP ;1242,8
a88 ;28;Fabrication de machines et équipements n.c.a. ;De 10 à 19 salariés en ETP ;1218,2
a88 ;28;Fabrication de machines et équipements n.c.a. ;De 20 à 249 salariés en ETP ;15510,3
a88 ;28;Fabrication de machines et équipements n.c.a. ;Plus de 250 salariés en ETP ;20073,6
a272 ;281;Fabrication de machines d'usage général ;Ensemble des tranches d'effectif ;13587,1
a272 ;281;Fabrication de machines d'usage général ;De 0 à 9 salariés en ETP ;S
a272 ;281;Fabrication de machines d'usage général ;De 10 à 19 salariés en ETP ;272,5
a272 ;281;Fabrication de machines d'usage général ;De 20 à 249 salariés en ETP ;S
a272 ;281;Fabrication de machines d'usage général ;Plus de 250 salariés en ETP ;9799,3
a272 ;282;Fabrication d'autres machines d'usage général ;Ensemble des tranches d'effectif ;11427,8
a272 ;282;Fabrication d'autres machines d'usage général ;De 0 à 9 salariés en ETP ;547,8
a272 ;282;Fabrication d'autres machines d'usage général ;De 10 à 19 salariés en ETP ;359,5
a272 ;282;Fabrication d'autres machines d'usage général ;De 20 à 249 salariés en ETP ;4925,1
a272 ;282;Fabrication d'autres machines d'usage général ;Plus de 250 salariés en ETP ;5601,3
a272 ;283;Fabrication de machines agricoles et forestières ;Ensemble des tranches d'effectif ;3859,7
a272 ;283;Fabrication de machines agricoles et forestières ;De 0 à 9 salariés en ETP ;102,2
a272 ;283;Fabrication de machines agricoles et forestières ;De 10 à 19 salariés en ETP ;131,2
a272 ;283;Fabrication de machines agricoles et forestières ;De 20 à 249 salariés en ETP ;1757,7
a272 ;283;Fabrication de machines agricoles et forestières ;Plus de 250 salariés en ETP ;1868,2
a272 ;284;Fabrication de machines de formage des métaux et de machines-outils ;Ensemble des tranches d'effectif ;1179,9
a272 ;284;Fabrication de machines de formage des métaux et de machines-outils ;De 0 à 9 salariés en ETP ;76,7
a272 ;284;Fabrication de machines de formage des métaux et de machines-outils ;De 10 à 19 salariés en ETP ;78,8
a272 ;284;Fabrication de machines de formage des métaux et de machines-outils ;De 20 à 249 salariés en ETP ;616,5
a272 ;284;Fabrication de machines de formage des métaux et de machines-outils ;Plus de 250 salariés en ETP ;406,4
a272 ;289;Fabrication d'autres machines d'usage spécifique ;Ensemble des tranches d'effectif ;7991,3
a272 ;289;Fabrication d'autres machines d'usage spécifique ;De 0 à 9 salariés en ETP ;S
a272 ;289;Fabrication d'autres machines d'usage spécifique ;De 10 à 19 salariés en ETP ;376,2
a272 ;289;Fabrication d'autres machines d'usage spécifique ;De 20 à 249 salariés en ETP ;S
a272 ;289;Fabrication d'autres machines d'usage spécifique ;Plus de 250 salariés en ETP ;2398,4
a88 ;29;Industrie automobile ;Ensemble des tranches d'effectif ;60354,9
a88 ;29;Industrie automobile ;De 0 à 9 salariés en ETP ;534,2
a88 ;29;Industrie automobile ;De 10 à 19 salariés en ETP ;458,3
a88 ;29;Industrie automobile ;De 20 à 249 salariés en ETP ;6090,7
a88 ;29;Industrie automobile ;Plus de 250 salariés en ETP ;53276
a272 ;291;Construction de véhicules automobiles ;Ensemble des tranches d'effectif ;35516,6
a272 ;291;Construction de véhicules automobiles ;De 0 à 9 salariés en ETP ;91,6
a272 ;291;Construction de véhicules automobiles ;De 10 à 19 salariés en ETP ;58,6
a272 ;291;Construction de véhicules automobiles ;De 20 à 249 salariés en ETP ;681,5
a272 ;291;Construction de véhicules automobiles ;Plus de 250 salariés en ETP ;34685,4
a272 ;292;Fabrication de carrosseries et remorques ;Ensemble des tranches d'effectif ;4037,8
a272 ;292;Fabrication de carrosseries et remorques ;De 0 à 9 salariés en ETP ;298,4
a272 ;292;Fabrication de carrosseries et remorques ;De 10 à 19 salariés en ETP ;333,3
a272 ;292;Fabrication de carrosseries et remorques ;De 20 à 249 salariés en ETP ;2054,9
a272 ;292;Fabrication de carrosseries et remorques ;Plus de 250 salariés en ETP ;1352
a272 ;293;Fabrication d'équipements automobiles ;Ensemble des tranches d'effectif ;20800,5
a272 ;293;Fabrication d'équipements automobiles ;De 0 à 9 salariés en ETP ;144,2
a272 ;293;Fabrication d'équipements automobiles ;De 10 à 19 salariés en ETP ;66,4
a272 ;293;Fabrication d'équipements automobiles ;De 20 à 249 salariés en ETP ;3354,2
a272 ;293;Fabrication d'équipements automobiles ;Plus de 250 salariés en ETP ;17238,6
a88 ;30;Fabrication d'autres matériels de transport ;Ensemble des tranches d'effectif ;34360,5
a88 ;30;Fabrication d'autres matériels de transport ;De 0 à 9 salariés en ETP ;S
a88 ;30;Fabrication d'autres matériels de transport ;De 10 à 19 salariés en ETP ;118,5
a88 ;30;Fabrication d'autres matériels de transport ;De 20 à 249 salariés en ETP ;2141,2
a88 ;30;Fabrication d'autres matériels de transport ;Plus de 250 salariés en ETP ;S
a272 ;301;Construction navale ;Ensemble des tranches d'effectif ;3852,1
a272 ;301;Construction navale ;De 0 à 9 salariés en ETP ;74,2
a272 ;301;Construction navale ;De 10 à 19 salariés en ETP ;35,9
a272 ;301;Construction navale ;De 20 à 249 salariés en ETP ;597,8
a272 ;301;Construction navale ;Plus de 250 salariés en ETP ;3141,4
a272 ;302;Construction de locomotives et d'autre matériel ferroviaire roulant ;Ensemble des tranches d'effectif ;3547,3
a272 ;302;Construction de locomotives et d'autre matériel ferroviaire roulant ;De 0 à 9 salariés en ETP ;S
a272 ;302;Construction de locomotives et d'autre matériel ferroviaire roulant ;De 10 à 19 salariés en ETP ;S
a272 ;302;Construction de locomotives et d'autre matériel ferroviaire roulant ;De 20 à 249 salariés en ETP ;S
a272 ;302;Construction de locomotives et d'autre matériel ferroviaire roulant ;Plus de 250 salariés en ETP ;3193,3
a272 ;303;Construction aéronautique et spatiale ;Ensemble des tranches d'effectif ;25705
a272 ;303;Construction aéronautique et spatiale ;De 0 à 9 salariés en ETP ;S
a272 ;303;Construction aéronautique et spatiale ;De 10 à 19 salariés en ETP ;S
a272 ;303;Construction aéronautique et spatiale ;De 20 à 249 salariés en ETP ;881,3
a272 ;303;Construction aéronautique et spatiale ;Plus de 250 salariés en ETP ;S
a272 ;304;Construction de véhicules militaires de combat ;Ensemble des tranches d'effectif ;S
a272 ;304;Construction de véhicules militaires de combat ;De 0 à 9 salariés en ETP ;N
a272 ;304;Construction de véhicules militaires de combat ;De 10 à 19 salariés en ETP ;N
a272 ;304;Construction de véhicules militaires de combat ;De 20 à 249 salariés en ETP ;S
a272 ;304;Construction de véhicules militaires de combat ;Plus de 250 salariés en ETP ;S
a272 ;309;Fabrication de matériels de transport n.c.a. ;Ensemble des tranches d'effectif ;S
a272 ;309;Fabrication de matériels de transport n.c.a. ;De 0 à 9 salariés en ETP ;54,9
a272 ;309;Fabrication de matériels de transport n.c.a. ;De 10 à 19 salariés en ETP ;S
a272 ;309;Fabrication de matériels de transport n.c.a. ;De 20 à 249 salariés en ETP ;S
a272 ;309;Fabrication de matériels de transport n.c.a. ;Plus de 250 salariés en ETP ;S
a88 ;31;Fabrication de meubles ;Ensemble des tranches d'effectif ;6694,3
a88 ;31;Fabrication de meubles ;De 0 à 9 salariés en ETP ;987,3
a88 ;31;Fabrication de meubles ;De 10 à 19 salariés en ETP ;527,1
a88 ;31;Fabrication de meubles ;De 20 à 249 salariés en ETP ;2997,7
a88 ;31;Fabrication de meubles ;Plus de 250 salariés en ETP ;2182,1
a272 ;310;Fabrication de meubles ;Ensemble des tranches d'effectif ;6694,3
a272 ;310;Fabrication de meubles ;De 0 à 9 salariés en ETP ;987,3
a272 ;310;Fabrication de meubles ;De 10 à 19 salariés en ETP ;527,1
a272 ;310;Fabrication de meubles ;De 20 à 249 salariés en ETP ;2997,7
a272 ;310;Fabrication de meubles ;Plus de 250 salariés en ETP ;2182,1
a88 ;32;Autres industries manufacturières ;Ensemble des tranches d'effectif ;9915,9
a88 ;32;Autres industries manufacturières ;De 0 à 9 salariés en ETP ;2186,9
a88 ;32;Autres industries manufacturières ;De 10 à 19 salariés en ETP ;656,8
a88 ;32;Autres industries manufacturières ;De 20 à 249 salariés en ETP ;4006,4
a88 ;32;Autres industries manufacturières ;Plus de 250 salariés en ETP ;3065,1
a272 ;321;Fabrication d'articles de joaillerie, bijouterie et articles similaires ;Ensemble des tranches d'effectif ;1538,1
a272 ;321;Fabrication d'articles de joaillerie, bijouterie et articles similaires ;De 0 à 9 salariés en ETP ;488,3
a272 ;321;Fabrication d'articles de joaillerie, bijouterie et articles similaires ;De 10 à 19 salariés en ETP ;134,7
a272 ;321;Fabrication d'articles de joaillerie, bijouterie et articles similaires ;De 20 à 249 salariés en ETP ;462,3
a272 ;321;Fabrication d'articles de joaillerie, bijouterie et articles similaires ;Plus de 250 salariés en ETP ;452,8
a272 ;322;Fabrication d'instruments de musique ;Ensemble des tranches d'effectif ;167
a272 ;322;Fabrication d'instruments de musique ;De 0 à 9 salariés en ETP ;S
a272 ;322;Fabrication d'instruments de musique ;De 10 à 19 salariés en ETP ;S
a272 ;322;Fabrication d'instruments de musique ;De 20 à 249 salariés en ETP ;92,2
a272 ;322;Fabrication d'instruments de musique ;Plus de 250 salariés en ETP ;S
a272 ;323;Fabrication d'articles de sport ;Ensemble des tranches d'effectif ;699
a272 ;323;Fabrication d'articles de sport ;De 0 à 9 salariés en ETP ;S
a272 ;323;Fabrication d'articles de sport ;De 10 à 19 salariés en ETP ;S
a272 ;323;Fabrication d'articles de sport ;De 20 à 249 salariés en ETP ;381,2
a272 ;323;Fabrication d'articles de sport ;Plus de 250 salariés en ETP ;S
a272 ;324;Fabrication de jeux et jouets ;Ensemble des tranches d'effectif ;314,4
a272 ;324;Fabrication de jeux et jouets ;De 0 à 9 salariés en ETP ;S
a272 ;324;Fabrication de jeux et jouets ;De 10 à 19 salariés en ETP ;S
a272 ;324;Fabrication de jeux et jouets ;De 20 à 249 salariés en ETP ;148,1
a272 ;324;Fabrication de jeux et jouets ;Plus de 250 salariés en ETP ;S
a272 ;325;Fabrication d'instruments et de fournitures à usage médical et dentaire ;Ensemble des tranches d'effectif ;5863,9
a272 ;325;Fabrication d'instruments et de fournitures à usage médical et dentaire ;De 0 à 9 salariés en ETP ;1341,2
a272 ;325;Fabrication d'instruments et de fournitures à usage médical et dentaire ;De 10 à 19 salariés en ETP ;405,7
a272 ;325;Fabrication d'instruments et de fournitures à usage médical et dentaire ;De 20 à 249 salariés en ETP ;2212,3
a272 ;325;Fabrication d'instruments et de fournitures à usage médical et dentaire ;Plus de 250 salariés en ETP ;1904,6
a272 ;329;Activités manufacturières n.c.a. ;Ensemble des tranches d'effectif ;1333,6
a272 ;329;Activités manufacturières n.c.a. ;De 0 à 9 salariés en ETP ;S
a272 ;329;Activités manufacturières n.c.a. ;De 10 à 19 salariés en ETP ;30,5
a272 ;329;Activités manufacturières n.c.a. ;De 20 à 249 salariés en ETP ;710,5
a272 ;329;Activités manufacturières n.c.a. ;Plus de 250 salariés en ETP ;S
a88 ;33;Réparation et installation de machines et d'équipements ;Ensemble des tranches d'effectif ;33528,8
a88 ;33;Réparation et installation de machines et d'équipements ;De 0 à 9 salariés en ETP ;3924,6
a88 ;33;Réparation et installation de machines et d'équipements ;De 10 à 19 salariés en ETP ;2531,8
a88 ;33;Réparation et installation de machines et d'équipements ;De 20 à 249 salariés en ETP ;9045,1
a88 ;33;Réparation et installation de machines et d'équipements ;Plus de 250 salariés en ETP ;17906,2
a272 ;331;Réparation d'ouvrages en métaux, de machines et d'équipements ;Ensemble des tranches d'effectif ;21768,3
a272 ;331;Réparation d'ouvrages en métaux, de machines et d'équipements ;De 0 à 9 salariés en ETP ;2403,5
a272 ;331;Réparation d'ouvrages en métaux, de machines et d'équipements ;De 10 à 19 salariés en ETP ;1261
a272 ;331;Réparation d'ouvrages en métaux, de machines et d'équipements ;De 20 à 249 salariés en ETP ;5346,9
a272 ;331;Réparation d'ouvrages en métaux, de machines et d'équipements ;Plus de 250 salariés en ETP ;12698,7
a272 ;332;Installation de machines et d'équipements industriels ;Ensemble des tranches d'effectif ;11760,5
a272 ;332;Installation de machines et d'équipements industriels ;De 0 à 9 salariés en ETP ;1521,1
a272 ;332;Installation de machines et d'équipements industriels ;De 10 à 19 salariés en ETP ;1270,8
a272 ;332;Installation de machines et d'équipements industriels ;De 20 à 249 salariés en ETP ;3698,2
a272 ;332;Installation de machines et d'équipements industriels ;Plus de 250 salariés en ETP ;5207,5
a21 ;D ;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné ;Ensemble des tranches d'effectif ;108122,2
a21 ;D ;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné ;De 0 à 9 salariés en ETP ;5577
a21 ;D ;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné ;De 10 à 19 salariés en ETP ;1053,6
a21 ;D ;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné ;De 20 à 249 salariés en ETP ;8462,6
a21 ;D ;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné ;Plus de 250 salariés en ETP ;93035,7
a88 ;35;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné ;Ensemble des tranches d'effectif ;108122,2
a88 ;35;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné ;De 0 à 9 salariés en ETP ;5577
a88 ;35;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné ;De 10 à 19 salariés en ETP ;1053,6
a88 ;35;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné ;De 20 à 249 salariés en ETP ;8462,6
a88 ;35;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné ;Plus de 250 salariés en ETP ;93035,7
a272 ;351;Production, transport et distribution d'électricité ;Ensemble des tranches d'effectif ;S
a272 ;351;Production, transport et distribution d'électricité ;De 0 à 9 salariés en ETP ;3900,8
a272 ;351;Production, transport et distribution d'électricité ;De 10 à 19 salariés en ETP ;S
a272 ;351;Production, transport et distribution d'électricité ;De 20 à 249 salariés en ETP ;S
a272 ;351;Production, transport et distribution d'électricité ;Plus de 250 salariés en ETP ;S
a272 ;352;Production et distribution de combustibles gazeux ;Ensemble des tranches d'effectif ;S
a272 ;352;Production et distribution de combustibles gazeux ;De 0 à 9 salariés en ETP ;495,4
a272 ;352;Production et distribution de combustibles gazeux ;De 10 à 19 salariés en ETP ;S
a272 ;352;Production et distribution de combustibles gazeux ;De 20 à 249 salariés en ETP ;S
a272 ;352;Production et distribution de combustibles gazeux ;Plus de 250 salariés en ETP ;S
a272 ;353;Production et distribution de vapeur et d'air conditionné ;Ensemble des tranches d'effectif ;5598
a272 ;353;Production et distribution de vapeur et d'air conditionné ;De 0 à 9 salariés en ETP ;1180,8
a272 ;353;Production et distribution de vapeur et d'air conditionné ;De 10 à 19 salariés en ETP ;88,7
a272 ;353;Production et distribution de vapeur et d'air conditionné ;De 20 à 249 salariés en ETP ;820,1
a272 ;353;Production et distribution de vapeur et d'air conditionné ;Plus de 250 salariés en ETP ;3423,2
a21 ;E ;Production et distribution d'eau - assainissement, gestion des déchets et dépollution ;Ensemble des tranches d'effectif ;35515,8
a21 ;E ;Production et distribution d'eau - assainissement, gestion des déchets et dépollution ;De 0 à 9 salariés en ETP ;5415,4
a21 ;E ;Production et distribution d'eau - assainissement, gestion des déchets et dépollution ;De 10 à 19 salariés en ETP ;2350,2
a21 ;E ;Production et distribution d'eau - assainissement, gestion des déchets et dépollution ;De 20 à 249 salariés en ETP ;12377,7
a21 ;E ;Production et distribution d'eau - assainissement, gestion des déchets et dépollution ;Plus de 250 salariés en ETP ;15372,2
a88 ;36;Captage, traitement et distribution d'eau ;Ensemble des tranches d'effectif ;7792,9
a88 ;36;Captage, traitement et distribution d'eau ;De 0 à 9 salariés en ETP ;1148,6
a88 ;36;Captage, traitement et distribution d'eau ;De 10 à 19 salariés en ETP ;115,3
a88 ;36;Captage, traitement et distribution d'eau ;De 20 à 249 salariés en ETP ;1086,6
a88 ;36;Captage, traitement et distribution d'eau ;Plus de 250 salariés en ETP ;5441,1
a272 ;360;Captage, traitement et distribution d'eau ;Ensemble des tranches d'effectif ;7792,9
a272 ;360;Captage, traitement et distribution d'eau ;De 0 à 9 salariés en ETP ;1148,6
a272 ;360;Captage, traitement et distribution d'eau ;De 10 à 19 salariés en ETP ;115,3
a272 ;360;Captage, traitement et distribution d'eau ;De 20 à 249 salariés en ETP ;1086,6
a272 ;360;Captage, traitement et distribution d'eau ;Plus de 250 salariés en ETP ;5441,1
a88 ;37;Collecte et traitement des eaux usées ;Ensemble des tranches d'effectif ;4925
a88 ;37;Collecte et traitement des eaux usées ;De 0 à 9 salariés en ETP ;1122
a88 ;37;Collecte et traitement des eaux usées ;De 10 à 19 salariés en ETP ;184,5
a88 ;37;Collecte et traitement des eaux usées ;De 20 à 249 salariés en ETP ;946,2
a88 ;37;Collecte et traitement des eaux usées ;Plus de 250 salariés en ETP ;2673,9
a272 ;370;Collecte et traitement des eaux usées ;Ensemble des tranches d'effectif ;4925
a272 ;370;Collecte et traitement des eaux usées ;De 0 à 9 salariés en ETP ;1122
a272 ;370;Collecte et traitement des eaux usées ;De 10 à 19 salariés en ETP ;184,5
a272 ;370;Collecte et traitement des eaux usées ;De 20 à 249 salariés en ETP ;946,2
a272 ;370;Collecte et traitement des eaux usées ;Plus de 250 salariés en ETP ;2673,9
a88 ;38;Collecte, traitement et élimination des déchets - récupération ;Ensemble des tranches d'effectif ;22141,7
a88 ;38;Collecte, traitement et élimination des déchets - récupération ;De 0 à 9 salariés en ETP ;3127
a88 ;38;Collecte, traitement et élimination des déchets - récupération ;De 10 à 19 salariés en ETP ;2008,5
a88 ;38;Collecte, traitement et élimination des déchets - récupération ;De 20 à 249 salariés en ETP ;9778
a88 ;38;Collecte, traitement et élimination des déchets - récupération ;Plus de 250 salariés en ETP ;7226,3
a272 ;381;Collecte des déchets ;Ensemble des tranches d'effectif ;4458,7
a272 ;381;Collecte des déchets ;De 0 à 9 salariés en ETP ;306,8
a272 ;381;Collecte des déchets ;De 10 à 19 salariés en ETP ;157
a272 ;381;Collecte des déchets ;De 20 à 249 salariés en ETP ;1235,9
a272 ;381;Collecte des déchets ;Plus de 250 salariés en ETP ;2757,1
a272 ;382;Traitement et élimination des déchets ;Ensemble des tranches d'effectif ;4963,4
a272 ;382;Traitement et élimination des déchets ;De 0 à 9 salariés en ETP ;419,4
a272 ;382;Traitement et élimination des déchets ;De 10 à 19 salariés en ETP ;264,7
a272 ;382;Traitement et élimination des déchets ;De 20 à 249 salariés en ETP ;2403,3
a272 ;382;Traitement et élimination des déchets ;Plus de 250 salariés en ETP ;1876,4
a272 ;383;Récupération ;Ensemble des tranches d'effectif ;12719,7
a272 ;383;Récupération ;De 0 à 9 salariés en ETP ;2400,9
a272 ;383;Récupération ;De 10 à 19 salariés en ETP ;1586,7
a272 ;383;Récupération ;De 20 à 249 salariés en ETP ;6138,9
a272 ;383;Récupération ;Plus de 250 salariés en ETP ;2592,8
a88 ;39;Dépollution et autres services de gestion des déchets ;Ensemble des tranches d'effectif ;656,2
a88 ;39;Dépollution et autres services de gestion des déchets ;De 0 à 9 salariés en ETP ;17,9
a88 ;39;Dépollution et autres services de gestion des déchets ;De 10 à 19 salariés en ETP ;42
a88 ;39;Dépollution et autres services de gestion des déchets ;De 20 à 249 salariés en ETP ;566,9
a88 ;39;Dépollution et autres services de gestion des déchets ;Plus de 250 salariés en ETP ;30,9
a272 ;390;Dépollution et autres services de gestion des déchets ;Ensemble des tranches d'effectif ;656,2
a272 ;390;Dépollution et autres services de gestion des déchets ;De 0 à 9 salariés en ETP ;17,9
a272 ;390;Dépollution et autres services de gestion des déchets ;De 10 à 19 salariés en ETP ;42
a272 ;390;Dépollution et autres services de gestion des déchets ;De 20 à 249 salariés en ETP ;566,9
a272 ;390;Dépollution et autres services de gestion des déchets ;Plus de 250 salariés en ETP ;30,9
a10 ;FZ ;Construction ;Ensemble des tranches d'effectif ;266182,9
a10 ;FZ ;Construction ;De 0 à 9 salariés en ETP ;N
a10 ;FZ ;Construction ;De 10 à 19 salariés en ETP ;N
a10 ;FZ ;Construction ;De 20 à 249 salariés en ETP ;N
a10 ;FZ ;Construction ;Plus de 250 salariés en ETP ;N
a21 ;F ;Construction ;Ensemble des tranches d'effectif ;266182,9
a21 ;F ;Construction ;De 0 à 9 salariés en ETP ;N
a21 ;F ;Construction ;De 10 à 19 salariés en ETP ;N
a21 ;F ;Construction ;De 20 à 249 salariés en ETP ;N
a21 ;F ;Construction ;Plus de 250 salariés en ETP ;N
a88 ;41;Construction de bâtiments ;Ensemble des tranches d'effectif ;55735,7
a88 ;41;Construction de bâtiments ;De 0 à 9 salariés en ETP ;N
a88 ;41;Construction de bâtiments ;De 10 à 19 salariés en ETP ;N
a88 ;41;Construction de bâtiments ;De 20 à 249 salariés en ETP ;N
a88 ;41;Construction de bâtiments ;Plus de 250 salariés en ETP ;N
a272 ;411;Promotion immobilière ;Ensemble des tranches d'effectif ;24547,2
a272 ;411;Promotion immobilière ;De 0 à 9 salariés en ETP ;N
a272 ;411;Promotion immobilière ;De 10 à 19 salariés en ETP ;N
a272 ;411;Promotion immobilière ;De 20 à 249 salariés en ETP ;N
a272 ;411;Promotion immobilière ;Plus de 250 salariés en ETP ;N
a272 ;412;Construction de bâtiments résidentiels et non résidentiels ;Ensemble des tranches d'effectif ;31188,6
a272 ;412;Construction de bâtiments résidentiels et non résidentiels ;De 0 à 9 salariés en ETP ;N
a272 ;412;Construction de bâtiments résidentiels et non résidentiels ;De 10 à 19 salariés en ETP ;N
a272 ;412;Construction de bâtiments résidentiels et non résidentiels ;De 20 à 249 salariés en ETP ;N
a272 ;412;Construction de bâtiments résidentiels et non résidentiels ;Plus de 250 salariés en ETP ;N
a88 ;42;Génie civil ;Ensemble des tranches d'effectif ;37868,9
a88 ;42;Génie civil ;De 0 à 9 salariés en ETP ;N
a88 ;42;Génie civil ;De 10 à 19 salariés en ETP ;N
a88 ;42;Génie civil ;De 20 à 249 salariés en ETP ;N
a88 ;42;Génie civil ;Plus de 250 salariés en ETP ;N
a272 ;421;Construction de routes et de voies ferrées ;Ensemble des tranches d'effectif ;17836,9
a272 ;421;Construction de routes et de voies ferrées ;De 0 à 9 salariés en ETP ;N
a272 ;421;Construction de routes et de voies ferrées ;De 10 à 19 salariés en ETP ;N
a272 ;421;Construction de routes et de voies ferrées ;De 20 à 249 salariés en ETP ;N
a272 ;421;Construction de routes et de voies ferrées ;Plus de 250 salariés en ETP ;N
a272 ;422;Construction de réseaux et de lignes ;Ensemble des tranches d'effectif ;12647,5
a272 ;422;Construction de réseaux et de lignes ;De 0 à 9 salariés en ETP ;N
a272 ;422;Construction de réseaux et de lignes ;De 10 à 19 salariés en ETP ;N
a272 ;422;Construction de réseaux et de lignes ;De 20 à 249 salariés en ETP ;N
a272 ;422;Construction de réseaux et de lignes ;Plus de 250 salariés en ETP ;N
a272 ;429;Construction d'autres ouvrages de génie civil ;Ensemble des tranches d'effectif ;7384,5
a272 ;429;Construction d'autres ouvrages de génie civil ;De 0 à 9 salariés en ETP ;N
a272 ;429;Construction d'autres ouvrages de génie civil ;De 10 à 19 salariés en ETP ;N
a272 ;429;Construction d'autres ouvrages de génie civil ;De 20 à 249 salariés en ETP ;N
a272 ;429;Construction d'autres ouvrages de génie civil ;Plus de 250 salariés en ETP ;N
a88 ;43;Travaux de construction spécialisés ;Ensemble des tranches d'effectif ;172578,4
a88 ;43;Travaux de construction spécialisés ;De 0 à 9 salariés en ETP ;N
a88 ;43;Travaux de construction spécialisés ;De 10 à 19 salariés en ETP ;N
a88 ;43;Travaux de construction spécialisés ;De 20 à 249 salariés en ETP ;N
a88 ;43;Travaux de construction spécialisés ;Plus de 250 salariés en ETP ;N
a272 ;431;Démolition et préparation des sites ;Ensemble des tranches d'effectif ;13130,8
a272 ;431;Démolition et préparation des sites ;De 0 à 9 salariés en ETP ;N
a272 ;431;Démolition et préparation des sites ;De 10 à 19 salariés en ETP ;N
a272 ;431;Démolition et préparation des sites ;De 20 à 249 salariés en ETP ;N
a272 ;431;Démolition et préparation des sites ;Plus de 250 salariés en ETP ;N
