NIVEAU;BRANCHE;LIB_NAF;Tranche de taille d'effectif;Chiffre d'affaires de la branche
a272 ;268;Fabrication de supports magnétiques et optiques ;Plus de 250 salariés en ETP ;2,8
a88 ;27;Fabrication d'équipements électriques ;Ensemble des tranches d'effectif ;21073,6
a88 ;27;Fabrication d'équipements électriques ;De 0 à 9 salariés en ETP ;1001,3
a88 ;27;Fabrication d'équipements électriques ;De 10 à 19 salariés en ETP ;554,4
a88 ;27;Fabrication d'équipements électriques ;De 20 à 249 salariés en ETP ;5760,9
a88 ;27;Fabrication d'équipements électriques ;Plus de 250 salariés en ETP ;13757
a272 ;271;Fabrication de moteurs, génératrices et transformateurs électriques et de matériel de distribution et de commande électrique ;Ensemble des tranches d'effectif ;8456,3
a272 ;271;Fabrication de moteurs, génératrices et transformateurs électriques et de matériel de distribution et de commande électrique ;De 0 à 9 salariés en ETP ;259,8
a272 ;271;Fabrication de moteurs, génératrices et transformateurs électriques et de matériel de distribution et de commande électrique ;De 10 à 19 salariés en ETP ;199,3
a272 ;271;Fabrication de moteurs, génératrices et transformateurs électriques et de matériel de distribution et de commande électrique ;De 20 à 249 salariés en ETP ;2289,9
a272 ;271;Fabrication de moteurs, génératrices et transformateurs électriques et de matériel de distribution et de commande électrique ;Plus de 250 salariés en ETP ;5707,3
a272 ;272;Fabrication de piles et d'accumulateurs électriques ;Ensemble des tranches d'effectif ;859,5
a272 ;272;Fabrication de piles et d'accumulateurs électriques ;De 0 à 9 salariés en ETP ;S
a272 ;272;Fabrication de piles et d'accumulateurs électriques ;De 10 à 19 salariés en ETP ;S
a272 ;272;Fabrication de piles et d'accumulateurs électriques ;De 20 à 249 salariés en ETP ;141,8
a272 ;272;Fabrication de piles et d'accumulateurs électriques ;Plus de 250 salariés en ETP ;572,1
a272 ;273;Fabrication de fils et câbles et de matériel d'installation électrique ;Ensemble des tranches d'effectif ;4676,1
a272 ;273;Fabrication de fils et câbles et de matériel d'installation électrique ;De 0 à 9 salariés en ETP ;S
a272 ;273;Fabrication de fils et câbles et de matériel d'installation électrique ;De 10 à 19 salariés en ETP ;S
a272 ;273;Fabrication de fils et câbles et de matériel d'installation électrique ;De 20 à 249 salariés en ETP ;946,5
a272 ;273;Fabrication de fils et câbles et de matériel d'installation électrique ;Plus de 250 salariés en ETP ;3567,1
a272 ;274;Fabrication d'appareils d'éclairage électrique ;Ensemble des tranches d'effectif ;2172,6
a272 ;274;Fabrication d'appareils d'éclairage électrique ;De 0 à 9 salariés en ETP ;152
a272 ;274;Fabrication d'appareils d'éclairage électrique ;De 10 à 19 salariés en ETP ;121,6
a272 ;274;Fabrication d'appareils d'éclairage électrique ;De 20 à 249 salariés en ETP ;765,1
a272 ;274;Fabrication d'appareils d'éclairage électrique ;Plus de 250 salariés en ETP ;1134,1
a272 ;275;Fabrication d'appareils ménagers ;Ensemble des tranches d'effectif ;2901,5
a272 ;275;Fabrication d'appareils ménagers ;De 0 à 9 salariés en ETP ;210,6
a272 ;275;Fabrication d'appareils ménagers ;De 10 à 19 salariés en ETP ;52,5
a272 ;275;Fabrication d'appareils ménagers ;De 20 à 249 salariés en ETP ;913,5
a272 ;275;Fabrication d'appareils ménagers ;Plus de 250 salariés en ETP ;1725
a272 ;279;Fabrication d'autres matériels électriques ;Ensemble des tranches d'effectif ;2007,5
a272 ;279;Fabrication d'autres matériels électriques ;De 0 à 9 salariés en ETP ;98,1
a272 ;279;Fabrication d'autres matériels électriques ;De 10 à 19 salariés en ETP ;153,8
a272 ;279;Fabrication d'autres matériels électriques ;De 20 à 249 salariés en ETP ;704,2
a272 ;279;Fabrication d'autres matériels électriques ;Plus de 250 salariés en ETP ;1051,4
a88 ;28;Fabrication de machines et équipements n.c.a. ;Ensemble des tranches d'effectif ;34416,2
a88 ;28;Fabrication de machines et équipements n.c.a. ;De 0 à 9 salariés en ETP ;2039,2
a88 ;28;Fabrication de machines et équipements n.c.a. ;De 10 à 19 salariés en ETP ;1248,8
a88 ;28;Fabrication de machines et équipements n.c.a. ;De 20 à 249 salariés en ETP ;12723,3
a88 ;28;Fabrication de machines et équipements n.c.a. ;Plus de 250 salariés en ETP ;18404,9
a272 ;281;Fabrication de machines d'usage général ;Ensemble des tranches d'effectif ;12787
a272 ;281;Fabrication de machines d'usage général ;De 0 à 9 salariés en ETP ;249,6
a272 ;281;Fabrication de machines d'usage général ;De 10 à 19 salariés en ETP ;216,4
a272 ;281;Fabrication de machines d'usage général ;De 20 à 249 salariés en ETP ;2952,5
a272 ;281;Fabrication de machines d'usage général ;Plus de 250 salariés en ETP ;9368,5
a272 ;282;Fabrication d'autres machines d'usage général ;Ensemble des tranches d'effectif ;11234,7
a272 ;282;Fabrication d'autres machines d'usage général ;De 0 à 9 salariés en ETP ;1116
a272 ;282;Fabrication d'autres machines d'usage général ;De 10 à 19 salariés en ETP ;573,7
a272 ;282;Fabrication d'autres machines d'usage général ;De 20 à 249 salariés en ETP ;4607,5
a272 ;282;Fabrication d'autres machines d'usage général ;Plus de 250 salariés en ETP ;4937,6
a272 ;283;Fabrication de machines agricoles et forestières ;Ensemble des tranches d'effectif ;3170
a272 ;283;Fabrication de machines agricoles et forestières ;De 0 à 9 salariés en ETP ;204,2
a272 ;283;Fabrication de machines agricoles et forestières ;De 10 à 19 salariés en ETP ;120,8
a272 ;283;Fabrication de machines agricoles et forestières ;De 20 à 249 salariés en ETP ;1481,8
a272 ;283;Fabrication de machines agricoles et forestières ;Plus de 250 salariés en ETP ;1363,2
a272 ;284;Fabrication de machines de formage des métaux et de machines-outils ;Ensemble des tranches d'effectif ;943,7
a272 ;284;Fabrication de machines de formage des métaux et de machines-outils ;De 0 à 9 salariés en ETP ;111
a272 ;284;Fabrication de machines de formage des métaux et de machines-outils ;De 10 à 19 salariés en ETP ;77,1
a272 ;284;Fabrication de machines de formage des métaux et de machines-outils ;De 20 à 249 salariés en ETP ;520,2
a272 ;284;Fabrication de machines de formage des métaux et de machines-outils ;Plus de 250 salariés en ETP ;235,3
a272 ;289;Fabrication d'autres machines d'usage spécifique ;Ensemble des tranches d'effectif ;6280,9
a272 ;289;Fabrication d'autres machines d'usage spécifique ;De 0 à 9 salariés en ETP ;358,4
a272 ;289;Fabrication d'autres machines d'usage spécifique ;De 10 à 19 salariés en ETP ;260,8
a272 ;289;Fabrication d'autres machines d'usage spécifique ;De 20 à 249 salariés en ETP ;3161,3
a272 ;289;Fabrication d'autres machines d'usage spécifique ;Plus de 250 salariés en ETP ;2500,4
a88 ;29;Industrie automobile ;Ensemble des tranches d'effectif ;59271,5
a88 ;29;Industrie automobile ;De 0 à 9 salariés en ETP ;625,1
a88 ;29;Industrie automobile ;De 10 à 19 salariés en ETP ;361,7
a88 ;29;Industrie automobile ;De 20 à 249 salariés en ETP ;5682,2
a88 ;29;Industrie automobile ;Plus de 250 salariés en ETP ;52602,4
a272 ;291;Construction de véhicules automobiles ;Ensemble des tranches d'effectif ;34130,6
a272 ;291;Construction de véhicules automobiles ;De 0 à 9 salariés en ETP ;S
a272 ;291;Construction de véhicules automobiles ;De 10 à 19 salariés en ETP ;S
a272 ;291;Construction de véhicules automobiles ;De 20 à 249 salariés en ETP ;912,7
a272 ;291;Construction de véhicules automobiles ;Plus de 250 salariés en ETP ;33092,5
a272 ;292;Fabrication de carrosseries et remorques ;Ensemble des tranches d'effectif ;3538,3
a272 ;292;Fabrication de carrosseries et remorques ;De 0 à 9 salariés en ETP ;337,3
a272 ;292;Fabrication de carrosseries et remorques ;De 10 à 19 salariés en ETP ;279,6
a272 ;292;Fabrication de carrosseries et remorques ;De 20 à 249 salariés en ETP ;1927,6
a272 ;292;Fabrication de carrosseries et remorques ;Plus de 250 salariés en ETP ;993,9
a272 ;293;Fabrication d'équipements automobiles ;Ensemble des tranches d'effectif ;21602,5
a272 ;293;Fabrication d'équipements automobiles ;De 0 à 9 salariés en ETP ;S
a272 ;293;Fabrication d'équipements automobiles ;De 10 à 19 salariés en ETP ;S
a272 ;293;Fabrication d'équipements automobiles ;De 20 à 249 salariés en ETP ;2842
a272 ;293;Fabrication d'équipements automobiles ;Plus de 250 salariés en ETP ;18516
a88 ;30;Fabrication d'autres matériels de transport ;Ensemble des tranches d'effectif ;33330,5
a88 ;30;Fabrication d'autres matériels de transport ;De 0 à 9 salariés en ETP ;S
a88 ;30;Fabrication d'autres matériels de transport ;De 10 à 19 salariés en ETP ;S
a88 ;30;Fabrication d'autres matériels de transport ;De 20 à 249 salariés en ETP ;2052,7
a88 ;30;Fabrication d'autres matériels de transport ;Plus de 250 salariés en ETP ;30805,2
a272 ;301;Construction navale ;Ensemble des tranches d'effectif ;3482,4
a272 ;301;Construction navale ;De 0 à 9 salariés en ETP ;199,1
a272 ;301;Construction navale ;De 10 à 19 salariés en ETP ;45
a272 ;301;Construction navale ;De 20 à 249 salariés en ETP ;572,8
a272 ;301;Construction navale ;Plus de 250 salariés en ETP ;2665,6
a272 ;302;Construction de locomotives et d'autre matériel ferroviaire roulant ;Ensemble des tranches d'effectif ;3582,6
a272 ;302;Construction de locomotives et d'autre matériel ferroviaire roulant ;De 0 à 9 salariés en ETP ;S
a272 ;302;Construction de locomotives et d'autre matériel ferroviaire roulant ;De 10 à 19 salariés en ETP ;S
a272 ;302;Construction de locomotives et d'autre matériel ferroviaire roulant ;De 20 à 249 salariés en ETP ;S
a272 ;302;Construction de locomotives et d'autre matériel ferroviaire roulant ;Plus de 250 salariés en ETP ;3194,6
a272 ;303;Construction aéronautique et spatiale ;Ensemble des tranches d'effectif ;24897,6
a272 ;303;Construction aéronautique et spatiale ;De 0 à 9 salariés en ETP ;S
a272 ;303;Construction aéronautique et spatiale ;De 10 à 19 salariés en ETP ;S
a272 ;303;Construction aéronautique et spatiale ;De 20 à 249 salariés en ETP ;762
a272 ;303;Construction aéronautique et spatiale ;Plus de 250 salariés en ETP ;24058,8
a272 ;304;Construction de véhicules militaires de combat ;Ensemble des tranches d'effectif ;511
a272 ;304;Construction de véhicules militaires de combat ;De 0 à 9 salariés en ETP ;N
a272 ;304;Construction de véhicules militaires de combat ;De 10 à 19 salariés en ETP ;N
a272 ;304;Construction de véhicules militaires de combat ;De 20 à 249 salariés en ETP ;S
a272 ;304;Construction de véhicules militaires de combat ;Plus de 250 salariés en ETP ;S
a272 ;309;Fabrication de matériels de transport n.c.a. ;Ensemble des tranches d'effectif ;856,9
a272 ;309;Fabrication de matériels de transport n.c.a. ;De 0 à 9 salariés en ETP ;101,4
a272 ;309;Fabrication de matériels de transport n.c.a. ;De 10 à 19 salariés en ETP ;S
a272 ;309;Fabrication de matériels de transport n.c.a. ;De 20 à 249 salariés en ETP ;S
a272 ;309;Fabrication de matériels de transport n.c.a. ;Plus de 250 salariés en ETP ;S
a88 ;31;Fabrication de meubles ;Ensemble des tranches d'effectif ;6773,6
a88 ;31;Fabrication de meubles ;De 0 à 9 salariés en ETP ;1129,9
a88 ;31;Fabrication de meubles ;De 10 à 19 salariés en ETP ;497,9
a88 ;31;Fabrication de meubles ;De 20 à 249 salariés en ETP ;2985,2
a88 ;31;Fabrication de meubles ;Plus de 250 salariés en ETP ;2160,5
a272 ;310;Fabrication de meubles ;Ensemble des tranches d'effectif ;6773,6
a272 ;310;Fabrication de meubles ;De 0 à 9 salariés en ETP ;1129,9
a272 ;310;Fabrication de meubles ;De 10 à 19 salariés en ETP ;497,9
a272 ;310;Fabrication de meubles ;De 20 à 249 salariés en ETP ;2985,2
a272 ;310;Fabrication de meubles ;Plus de 250 salariés en ETP ;2160,5
a88 ;32;Autres industries manufacturières ;Ensemble des tranches d'effectif ;9424,4
a88 ;32;Autres industries manufacturières ;De 0 à 9 salariés en ETP ;2078
a88 ;32;Autres industries manufacturières ;De 10 à 19 salariés en ETP ;595,4
a88 ;32;Autres industries manufacturières ;De 20 à 249 salariés en ETP ;3669,7
a88 ;32;Autres industries manufacturières ;Plus de 250 salariés en ETP ;3081,3
a272 ;321;Fabrication d'articles de joaillerie, bijouterie et articles similaires ;Ensemble des tranches d'effectif ;1427,5
a272 ;321;Fabrication d'articles de joaillerie, bijouterie et articles similaires ;De 0 à 9 salariés en ETP ;424,3
a272 ;321;Fabrication d'articles de joaillerie, bijouterie et articles similaires ;De 10 à 19 salariés en ETP ;112,6
a272 ;321;Fabrication d'articles de joaillerie, bijouterie et articles similaires ;De 20 à 249 salariés en ETP ;421,7
a272 ;321;Fabrication d'articles de joaillerie, bijouterie et articles similaires ;Plus de 250 salariés en ETP ;468,8
a272 ;322;Fabrication d'instruments de musique ;Ensemble des tranches d'effectif ;161,6
a272 ;322;Fabrication d'instruments de musique ;De 0 à 9 salariés en ETP ;S
a272 ;322;Fabrication d'instruments de musique ;De 10 à 19 salariés en ETP ;S
a272 ;322;Fabrication d'instruments de musique ;De 20 à 249 salariés en ETP ;82
a272 ;322;Fabrication d'instruments de musique ;Plus de 250 salariés en ETP ;S
a272 ;323;Fabrication d'articles de sport ;Ensemble des tranches d'effectif ;627
a272 ;323;Fabrication d'articles de sport ;De 0 à 9 salariés en ETP ;41,7
a272 ;323;Fabrication d'articles de sport ;De 10 à 19 salariés en ETP ;S
a272 ;323;Fabrication d'articles de sport ;De 20 à 249 salariés en ETP ;367,9
a272 ;323;Fabrication d'articles de sport ;Plus de 250 salariés en ETP ;S
a272 ;324;Fabrication de jeux et jouets ;Ensemble des tranches d'effectif ;297,3
a272 ;324;Fabrication de jeux et jouets ;De 0 à 9 salariés en ETP ;S
a272 ;324;Fabrication de jeux et jouets ;De 10 à 19 salariés en ETP ;S
a272 ;324;Fabrication de jeux et jouets ;De 20 à 249 salariés en ETP ;150,2
a272 ;324;Fabrication de jeux et jouets ;Plus de 250 salariés en ETP ;S
a272 ;325;Fabrication d'instruments et de fournitures à usage médical et dentaire ;Ensemble des tranches d'effectif ;5830
a272 ;325;Fabrication d'instruments et de fournitures à usage médical et dentaire ;De 0 à 9 salariés en ETP ;1379,8
a272 ;325;Fabrication d'instruments et de fournitures à usage médical et dentaire ;De 10 à 19 salariés en ETP ;369,9
a272 ;325;Fabrication d'instruments et de fournitures à usage médical et dentaire ;De 20 à 249 salariés en ETP ;2120,2
a272 ;325;Fabrication d'instruments et de fournitures à usage médical et dentaire ;Plus de 250 salariés en ETP ;1960,1
a272 ;329;Activités manufacturières n.c.a. ;Ensemble des tranches d'effectif ;1081
a272 ;329;Activités manufacturières n.c.a. ;De 0 à 9 salariés en ETP ;152,5
a272 ;329;Activités manufacturières n.c.a. ;De 10 à 19 salariés en ETP ;S
a272 ;329;Activités manufacturières n.c.a. ;De 20 à 249 salariés en ETP ;527,7
a272 ;329;Activités manufacturières n.c.a. ;Plus de 250 salariés en ETP ;S
a88 ;33;Réparation et installation de machines et d'équipements ;Ensemble des tranches d'effectif ;39429,9
a88 ;33;Réparation et installation de machines et d'équipements ;De 0 à 9 salariés en ETP ;6480,2
a88 ;33;Réparation et installation de machines et d'équipements ;De 10 à 19 salariés en ETP ;2936
a88 ;33;Réparation et installation de machines et d'équipements ;De 20 à 249 salariés en ETP ;11781,6
a88 ;33;Réparation et installation de machines et d'équipements ;Plus de 250 salariés en ETP ;18232,2
a272 ;331;Réparation d'ouvrages en métaux, de machines et d'équipements ;Ensemble des tranches d'effectif ;25244
a272 ;331;Réparation d'ouvrages en métaux, de machines et d'équipements ;De 0 à 9 salariés en ETP ;3578,7
a272 ;331;Réparation d'ouvrages en métaux, de machines et d'équipements ;De 10 à 19 salariés en ETP ;1309,4
a272 ;331;Réparation d'ouvrages en métaux, de machines et d'équipements ;De 20 à 249 salariés en ETP ;7181,6
a272 ;331;Réparation d'ouvrages en métaux, de machines et d'équipements ;Plus de 250 salariés en ETP ;13174,4
a272 ;332;Installation de machines et d'équipements industriels ;Ensemble des tranches d'effectif ;14185,9
a272 ;332;Installation de machines et d'équipements industriels ;De 0 à 9 salariés en ETP ;2901,5
a272 ;332;Installation de machines et d'équipements industriels ;De 10 à 19 salariés en ETP ;1626,7
a272 ;332;Installation de machines et d'équipements industriels ;De 20 à 249 salariés en ETP ;4600
a272 ;332;Installation de machines et d'équipements industriels ;Plus de 250 salariés en ETP ;5057,8
a21 ;D ;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné ;Ensemble des tranches d'effectif ;106981
a21 ;D ;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné ;De 0 à 9 salariés en ETP ;7899,1
a21 ;D ;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné ;De 10 à 19 salariés en ETP ;721,4
a21 ;D ;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné ;De 20 à 249 salariés en ETP ;6961,9
a21 ;D ;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné ;Plus de 250 salariés en ETP ;91398,6
a88 ;35;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné ;Ensemble des tranches d'effectif ;106981
a88 ;35;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné ;De 0 à 9 salariés en ETP ;7899,1
a88 ;35;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné ;De 10 à 19 salariés en ETP ;721,4
a88 ;35;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné ;De 20 à 249 salariés en ETP ;6961,9
a88 ;35;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné ;Plus de 250 salariés en ETP ;91398,6
a272 ;351;Production, transport et distribution d'électricité ;Ensemble des tranches d'effectif ;69199,8
a272 ;351;Production, transport et distribution d'électricité ;De 0 à 9 salariés en ETP ;4224,8
a272 ;351;Production, transport et distribution d'électricité ;De 10 à 19 salariés en ETP ;265,3
a272 ;351;Production, transport et distribution d'électricité ;De 20 à 249 salariés en ETP ;4003,9
a272 ;351;Production, transport et distribution d'électricité ;Plus de 250 salariés en ETP ;60705,8
a272 ;352;Production et distribution de combustibles gazeux ;Ensemble des tranches d'effectif ;32372,2
a272 ;352;Production et distribution de combustibles gazeux ;De 0 à 9 salariés en ETP ;2510,4
a272 ;352;Production et distribution de combustibles gazeux ;De 10 à 19 salariés en ETP ;S
a272 ;352;Production et distribution de combustibles gazeux ;De 20 à 249 salariés en ETP ;2079,8
a272 ;352;Production et distribution de combustibles gazeux ;Plus de 250 salariés en ETP ;S
a272 ;353;Production et distribution de vapeur et d'air conditionné ;Ensemble des tranches d'effectif ;5409,1
a272 ;353;Production et distribution de vapeur et d'air conditionné ;De 0 à 9 salariés en ETP ;1163,9
a272 ;353;Production et distribution de vapeur et d'air conditionné ;De 10 à 19 salariés en ETP ;S
a272 ;353;Production et distribution de vapeur et d'air conditionné ;De 20 à 249 salariés en ETP ;878,2
a272 ;353;Production et distribution de vapeur et d'air conditionné ;Plus de 250 salariés en ETP ;S
a21 ;E ;Production et distribution d'eau - assainissement, gestion des déchets et dépollution ;Ensemble des tranches d'effectif ;34288,8
a21 ;E ;Production et distribution d'eau - assainissement, gestion des déchets et dépollution ;De 0 à 9 salariés en ETP ;5249
a21 ;E ;Production et distribution d'eau - assainissement, gestion des déchets et dépollution ;De 10 à 19 salariés en ETP ;2228,7
a21 ;E ;Production et distribution d'eau - assainissement, gestion des déchets et dépollution ;De 20 à 249 salariés en ETP ;11919,9
a21 ;E ;Production et distribution d'eau - assainissement, gestion des déchets et dépollution ;Plus de 250 salariés en ETP ;14891,5
a88 ;36;Captage, traitement et distribution d'eau ;Ensemble des tranches d'effectif ;8279,8
a88 ;36;Captage, traitement et distribution d'eau ;De 0 à 9 salariés en ETP ;1093,5
a88 ;36;Captage, traitement et distribution d'eau ;De 10 à 19 salariés en ETP ;133,2
a88 ;36;Captage, traitement et distribution d'eau ;De 20 à 249 salariés en ETP ;1585,3
a88 ;36;Captage, traitement et distribution d'eau ;Plus de 250 salariés en ETP ;5467,7
a272 ;360;Captage, traitement et distribution d'eau ;Ensemble des tranches d'effectif ;8279,8
a272 ;360;Captage, traitement et distribution d'eau ;De 0 à 9 salariés en ETP ;1093,5
a272 ;360;Captage, traitement et distribution d'eau ;De 10 à 19 salariés en ETP ;133,2
a272 ;360;Captage, traitement et distribution d'eau ;De 20 à 249 salariés en ETP ;1585,3
a272 ;360;Captage, traitement et distribution d'eau ;Plus de 250 salariés en ETP ;5467,7
a88 ;37;Collecte et traitement des eaux usées ;Ensemble des tranches d'effectif ;4778,6
a88 ;37;Collecte et traitement des eaux usées ;De 0 à 9 salariés en ETP ;1079,8
a88 ;37;Collecte et traitement des eaux usées ;De 10 à 19 salariés en ETP ;152,6
a88 ;37;Collecte et traitement des eaux usées ;De 20 à 249 salariés en ETP ;886
a88 ;37;Collecte et traitement des eaux usées ;Plus de 250 salariés en ETP ;2660,1
a272 ;370;Collecte et traitement des eaux usées ;Ensemble des tranches d'effectif ;4778,6
a272 ;370;Collecte et traitement des eaux usées ;De 0 à 9 salariés en ETP ;1079,8
a272 ;370;Collecte et traitement des eaux usées ;De 10 à 19 salariés en ETP ;152,6
a272 ;370;Collecte et traitement des eaux usées ;De 20 à 249 salariés en ETP ;886
a272 ;370;Collecte et traitement des eaux usées ;Plus de 250 salariés en ETP ;2660,1
a88 ;38;Collecte, traitement et élimination des déchets - récupération ;Ensemble des tranches d'effectif ;20548,5
a88 ;38;Collecte, traitement et élimination des déchets - récupération ;De 0 à 9 salariés en ETP ;3002,6
a88 ;38;Collecte, traitement et élimination des déchets - récupération ;De 10 à 19 salariés en ETP ;1858,5
a88 ;38;Collecte, traitement et élimination des déchets - récupération ;De 20 à 249 salariés en ETP ;8984,5
a88 ;38;Collecte, traitement et élimination des déchets - récupération ;Plus de 250 salariés en ETP ;6703
a272 ;381;Collecte des déchets ;Ensemble des tranches d'effectif ;4752
a272 ;381;Collecte des déchets ;De 0 à 9 salariés en ETP ;308,3
a272 ;381;Collecte des déchets ;De 10 à 19 salariés en ETP ;S
a272 ;381;Collecte des déchets ;De 20 à 249 salariés en ETP ;1433,4
a272 ;381;Collecte des déchets ;Plus de 250 salariés en ETP ;S
a272 ;382;Traitement et élimination des déchets ;Ensemble des tranches d'effectif ;4837,9
a272 ;382;Traitement et élimination des déchets ;De 0 à 9 salariés en ETP ;457,8
a272 ;382;Traitement et élimination des déchets ;De 10 à 19 salariés en ETP ;S
a272 ;382;Traitement et élimination des déchets ;De 20 à 249 salariés en ETP ;2257,3
a272 ;382;Traitement et élimination des déchets ;Plus de 250 salariés en ETP ;S
a272 ;383;Récupération ;Ensemble des tranches d'effectif ;10958,6
a272 ;383;Récupération ;De 0 à 9 salariés en ETP ;2236,6
a272 ;383;Récupération ;De 10 à 19 salariés en ETP ;1390,3
a272 ;383;Récupération ;De 20 à 249 salariés en ETP ;5293,7
a272 ;383;Récupération ;Plus de 250 salariés en ETP ;2038
a88 ;39;Dépollution et autres services de gestion des déchets ;Ensemble des tranches d'effectif ;682
a88 ;39;Dépollution et autres services de gestion des déchets ;De 0 à 9 salariés en ETP ;73
a88 ;39;Dépollution et autres services de gestion des déchets ;De 10 à 19 salariés en ETP ;84,3
a88 ;39;Dépollution et autres services de gestion des déchets ;De 20 à 249 salariés en ETP ;464,2
a88 ;39;Dépollution et autres services de gestion des déchets ;Plus de 250 salariés en ETP ;60,6
a272 ;390;Dépollution et autres services de gestion des déchets ;Ensemble des tranches d'effectif ;682
a272 ;390;Dépollution et autres services de gestion des déchets ;De 0 à 9 salariés en ETP ;73
a272 ;390;Dépollution et autres services de gestion des déchets ;De 10 à 19 salariés en ETP ;84,3
a272 ;390;Dépollution et autres services de gestion des déchets ;De 20 à 249 salariés en ETP ;464,2
a272 ;390;Dépollution et autres services de gestion des déchets ;Plus de 250 salariés en ETP ;60,6
a10 ;FZ ;Construction ;Ensemble des tranches d'effectif ;257402,6
a10 ;FZ ;Construction ;De 0 à 9 salariés en ETP ;106410
a10 ;FZ ;Construction ;De 10 à 19 salariés en ETP ;27358,7
a10 ;FZ ;Construction ;De 20 à 249 salariés en ETP ;72553,8
a10 ;FZ ;Construction ;Plus de 250 salariés en ETP ;51051,7
a21 ;F ;Construction ;Ensemble des tranches d'effectif ;257402,6
a21 ;F ;Construction ;De 0 à 9 salariés en ETP ;106410
a21 ;F ;Construction ;De 10 à 19 salariés en ETP ;27358,7
a21 ;F ;Construction ;De 20 à 249 salariés en ETP ;72553,8
a21 ;F ;Construction ;Plus de 250 salariés en ETP ;51051,7
a88 ;41;Construction de bâtiments ;Ensemble des tranches d'effectif ;52166,4
a88 ;41;Construction de bâtiments ;De 0 à 9 salariés en ETP ;23988
a88 ;41;Construction de bâtiments ;De 10 à 19 salariés en ETP ;3386,7
a88 ;41;Construction de bâtiments ;De 20 à 249 salariés en ETP ;12274
a88 ;41;Construction de bâtiments ;Plus de 250 salariés en ETP ;12506
a272 ;411;Promotion immobilière ;Ensemble des tranches d'effectif ;24562,9
a272 ;411;Promotion immobilière ;De 0 à 9 salariés en ETP ;16312,5
a272 ;411;Promotion immobilière ;De 10 à 19 salariés en ETP ;S
a272 ;411;Promotion immobilière ;De 20 à 249 salariés en ETP ;3793,5
a272 ;411;Promotion immobilière ;Plus de 250 salariés en ETP ;S
a272 ;412;Construction de bâtiments résidentiels et non résidentiels ;Ensemble des tranches d'effectif ;27603,5
a272 ;412;Construction de bâtiments résidentiels et non résidentiels ;De 0 à 9 salariés en ETP ;7675,6
a272 ;412;Construction de bâtiments résidentiels et non résidentiels ;De 10 à 19 salariés en ETP ;S
a272 ;412;Construction de bâtiments résidentiels et non résidentiels ;De 20 à 249 salariés en ETP ;8480,6
a272 ;412;Construction de bâtiments résidentiels et non résidentiels ;Plus de 250 salariés en ETP ;S
a88 ;42;Génie civil ;Ensemble des tranches d'effectif ;35850,7
a88 ;42;Génie civil ;De 0 à 9 salariés en ETP ;3261
a88 ;42;Génie civil ;De 10 à 19 salariés en ETP ;1137,9
a88 ;42;Génie civil ;De 20 à 249 salariés en ETP ;12953,3
a88 ;42;Génie civil ;Plus de 250 salariés en ETP ;18498,4
a272 ;421;Construction de routes et de voies ferrées ;Ensemble des tranches d'effectif ;16904,1
a272 ;421;Construction de routes et de voies ferrées ;De 0 à 9 salariés en ETP ;553,6
a272 ;421;Construction de routes et de voies ferrées ;De 10 à 19 salariés en ETP ;256,8
a272 ;421;Construction de routes et de voies ferrées ;De 20 à 249 salariés en ETP ;5025,5
a272 ;421;Construction de routes et de voies ferrées ;Plus de 250 salariés en ETP ;11068,2
a272 ;422;Construction de réseaux et de lignes ;Ensemble des tranches d'effectif ;11739,1
a272 ;422;Construction de réseaux et de lignes ;De 0 à 9 salariés en ETP ;488,4
a272 ;422;Construction de réseaux et de lignes ;De 10 à 19 salariés en ETP ;441,4
a272 ;422;Construction de réseaux et de lignes ;De 20 à 249 salariés en ETP ;5686,3
a272 ;422;Construction de réseaux et de lignes ;Plus de 250 salariés en ETP ;5123
a272 ;429;Construction d'autres ouvrages de génie civil ;Ensemble des tranches d'effectif ;7207,6
a272 ;429;Construction d'autres ouvrages de génie civil ;De 0 à 9 salariés en ETP ;2219
a272 ;429;Construction d'autres ouvrages de génie civil ;De 10 à 19 salariés en ETP ;439,7
a272 ;429;Construction d'autres ouvrages de génie civil ;De 20 à 249 salariés en ETP ;2241,6
a272 ;429;Construction d'autres ouvrages de génie civil ;Plus de 250 salariés en ETP ;2307,2
a88 ;43;Travaux de construction spécialisés ;Ensemble des tranches d'effectif ;169385,5
a88 ;43;Travaux de construction spécialisés ;De 0 à 9 salariés en ETP ;79160,9
a88 ;43;Travaux de construction spécialisés ;De 10 à 19 salariés en ETP ;22834,1
a88 ;43;Travaux de construction spécialisés ;De 20 à 249 salariés en ETP ;47326,4
a88 ;43;Travaux de construction spécialisés ;Plus de 250 salariés en ETP ;20047,3
a272 ;431;Démolition et préparation des sites ;Ensemble des tranches d'effectif ;13162,3
