NIVEAU;BRANCHE;LIB_NAF;Tranche de taille d'effectif;Chiffre d'affaires de la branche
a272 ;271;Fabrication de moteurs, génératrices et transformateurs électriques et de matériel de distribution et de commande électrique ;Ensemble des tranches d'effectif ;8231,2
a272 ;271;Fabrication de moteurs, génératrices et transformateurs électriques et de matériel de distribution et de commande électrique ;De 0 à 9 salariés en ETP ;197,1
a272 ;271;Fabrication de moteurs, génératrices et transformateurs électriques et de matériel de distribution et de commande électrique ;De 10 à 19 salariés en ETP ;250
a272 ;271;Fabrication de moteurs, génératrices et transformateurs électriques et de matériel de distribution et de commande électrique ;De 20 à 249 salariés en ETP ;2297,4
a272 ;271;Fabrication de moteurs, génératrices et transformateurs électriques et de matériel de distribution et de commande électrique ;Plus de 250 salariés en ETP ;5487
a272 ;272;Fabrication de piles et d'accumulateurs électriques ;Ensemble des tranches d'effectif ;702,1
a272 ;272;Fabrication de piles et d'accumulateurs électriques ;De 0 à 9 salariés en ETP ;S
a272 ;272;Fabrication de piles et d'accumulateurs électriques ;De 10 à 19 salariés en ETP ;S
a272 ;272;Fabrication de piles et d'accumulateurs électriques ;De 20 à 249 salariés en ETP ;208,3
a272 ;272;Fabrication de piles et d'accumulateurs électriques ;Plus de 250 salariés en ETP ;469,6
a272 ;273;Fabrication de fils et câbles et de matériel d'installation électrique ;Ensemble des tranches d'effectif ;6048
a272 ;273;Fabrication de fils et câbles et de matériel d'installation électrique ;De 0 à 9 salariés en ETP ;S
a272 ;273;Fabrication de fils et câbles et de matériel d'installation électrique ;De 10 à 19 salariés en ETP ;S
a272 ;273;Fabrication de fils et câbles et de matériel d'installation électrique ;De 20 à 249 salariés en ETP ;1004,2
a272 ;273;Fabrication de fils et câbles et de matériel d'installation électrique ;Plus de 250 salariés en ETP ;4903,5
a272 ;274;Fabrication d'appareils d'éclairage électrique ;Ensemble des tranches d'effectif ;2309,4
a272 ;274;Fabrication d'appareils d'éclairage électrique ;De 0 à 9 salariés en ETP ;188,6
a272 ;274;Fabrication d'appareils d'éclairage électrique ;De 10 à 19 salariés en ETP ;157,2
a272 ;274;Fabrication d'appareils d'éclairage électrique ;De 20 à 249 salariés en ETP ;833,1
a272 ;274;Fabrication d'appareils d'éclairage électrique ;Plus de 250 salariés en ETP ;1130,5
a272 ;275;Fabrication d'appareils ménagers ;Ensemble des tranches d'effectif ;2842,2
a272 ;275;Fabrication d'appareils ménagers ;De 0 à 9 salariés en ETP ;S
a272 ;275;Fabrication d'appareils ménagers ;De 10 à 19 salariés en ETP ;S
a272 ;275;Fabrication d'appareils ménagers ;De 20 à 249 salariés en ETP ;987,1
a272 ;275;Fabrication d'appareils ménagers ;Plus de 250 salariés en ETP ;1774,4
a272 ;279;Fabrication d'autres matériels électriques ;Ensemble des tranches d'effectif ;2276,8
a272 ;279;Fabrication d'autres matériels électriques ;De 0 à 9 salariés en ETP ;110,9
a272 ;279;Fabrication d'autres matériels électriques ;De 10 à 19 salariés en ETP ;106,6
a272 ;279;Fabrication d'autres matériels électriques ;De 20 à 249 salariés en ETP ;896,3
a272 ;279;Fabrication d'autres matériels électriques ;Plus de 250 salariés en ETP ;1163,1
a88 ;28;Fabrication de machines et équipements n.c.a. ;Ensemble des tranches d'effectif ;38992,5
a88 ;28;Fabrication de machines et équipements n.c.a. ;De 0 à 9 salariés en ETP ;1502,9
a88 ;28;Fabrication de machines et équipements n.c.a. ;De 10 à 19 salariés en ETP ;1236,7
a88 ;28;Fabrication de machines et équipements n.c.a. ;De 20 à 249 salariés en ETP ;14413
a88 ;28;Fabrication de machines et équipements n.c.a. ;Plus de 250 salariés en ETP ;21839,3
a272 ;281;Fabrication de machines d'usage général ;Ensemble des tranches d'effectif ;13941,3
a272 ;281;Fabrication de machines d'usage général ;De 0 à 9 salariés en ETP ;336,4
a272 ;281;Fabrication de machines d'usage général ;De 10 à 19 salariés en ETP ;462,7
a272 ;281;Fabrication de machines d'usage général ;De 20 à 249 salariés en ETP ;3079,1
a272 ;281;Fabrication de machines d'usage général ;Plus de 250 salariés en ETP ;10062,5
a272 ;282;Fabrication d'autres machines d'usage général ;Ensemble des tranches d'effectif ;11955,1
a272 ;282;Fabrication d'autres machines d'usage général ;De 0 à 9 salariés en ETP ;618,1
a272 ;282;Fabrication d'autres machines d'usage général ;De 10 à 19 salariés en ETP ;236,9
a272 ;282;Fabrication d'autres machines d'usage général ;De 20 à 249 salariés en ETP ;5098
a272 ;282;Fabrication d'autres machines d'usage général ;Plus de 250 salariés en ETP ;6001,2
a272 ;283;Fabrication de machines agricoles et forestières ;Ensemble des tranches d'effectif ;4479,7
a272 ;283;Fabrication de machines agricoles et forestières ;De 0 à 9 salariés en ETP ;166,7
a272 ;283;Fabrication de machines agricoles et forestières ;De 10 à 19 salariés en ETP ;194,1
a272 ;283;Fabrication de machines agricoles et forestières ;De 20 à 249 salariés en ETP ;1859,2
a272 ;283;Fabrication de machines agricoles et forestières ;Plus de 250 salariés en ETP ;2259,9
a272 ;284;Fabrication de machines de formage des métaux et de machines-outils ;Ensemble des tranches d'effectif ;1266,5
a272 ;284;Fabrication de machines de formage des métaux et de machines-outils ;De 0 à 9 salariés en ETP ;73,6
a272 ;284;Fabrication de machines de formage des métaux et de machines-outils ;De 10 à 19 salariés en ETP ;43,1
a272 ;284;Fabrication de machines de formage des métaux et de machines-outils ;De 20 à 249 salariés en ETP ;640,6
a272 ;284;Fabrication de machines de formage des métaux et de machines-outils ;Plus de 250 salariés en ETP ;509,3
a272 ;289;Fabrication d'autres machines d'usage spécifique ;Ensemble des tranches d'effectif ;7349,9
a272 ;289;Fabrication d'autres machines d'usage spécifique ;De 0 à 9 salariés en ETP ;308,1
a272 ;289;Fabrication d'autres machines d'usage spécifique ;De 10 à 19 salariés en ETP ;299,9
a272 ;289;Fabrication d'autres machines d'usage spécifique ;De 20 à 249 salariés en ETP ;3736,1
a272 ;289;Fabrication d'autres machines d'usage spécifique ;Plus de 250 salariés en ETP ;3006,4
a88 ;29;Industrie automobile ;Ensemble des tranches d'effectif ;55138,9
a88 ;29;Industrie automobile ;De 0 à 9 salariés en ETP ;659,3
a88 ;29;Industrie automobile ;De 10 à 19 salariés en ETP ;535,6
a88 ;29;Industrie automobile ;De 20 à 249 salariés en ETP ;7536,5
a88 ;29;Industrie automobile ;Plus de 250 salariés en ETP ;46407,7
a272 ;291;Construction de véhicules automobiles ;Ensemble des tranches d'effectif ;33731,6
a272 ;291;Construction de véhicules automobiles ;De 0 à 9 salariés en ETP ;46,4
a272 ;291;Construction de véhicules automobiles ;De 10 à 19 salariés en ETP ;20,4
a272 ;291;Construction de véhicules automobiles ;De 20 à 249 salariés en ETP ;795,1
a272 ;291;Construction de véhicules automobiles ;Plus de 250 salariés en ETP ;32869,7
a272 ;292;Fabrication de carrosseries et remorques ;Ensemble des tranches d'effectif ;3905,4
a272 ;292;Fabrication de carrosseries et remorques ;De 0 à 9 salariés en ETP ;381,6
a272 ;292;Fabrication de carrosseries et remorques ;De 10 à 19 salariés en ETP ;304,3
a272 ;292;Fabrication de carrosseries et remorques ;De 20 à 249 salariés en ETP ;1994,8
a272 ;292;Fabrication de carrosseries et remorques ;Plus de 250 salariés en ETP ;1224,8
a272 ;293;Fabrication d'équipements automobiles ;Ensemble des tranches d'effectif ;17501,9
a272 ;293;Fabrication d'équipements automobiles ;De 0 à 9 salariés en ETP ;231,3
a272 ;293;Fabrication d'équipements automobiles ;De 10 à 19 salariés en ETP ;210,8
a272 ;293;Fabrication d'équipements automobiles ;De 20 à 249 salariés en ETP ;4746,6
a272 ;293;Fabrication d'équipements automobiles ;Plus de 250 salariés en ETP ;12313,2
a88 ;30;Fabrication d'autres matériels de transport ;Ensemble des tranches d'effectif ;39342,8
a88 ;30;Fabrication d'autres matériels de transport ;De 0 à 9 salariés en ETP ;364,7
a88 ;30;Fabrication d'autres matériels de transport ;De 10 à 19 salariés en ETP ;233,7
a88 ;30;Fabrication d'autres matériels de transport ;De 20 à 249 salariés en ETP ;2415,3
a88 ;30;Fabrication d'autres matériels de transport ;Plus de 250 salariés en ETP ;36317,2
a272 ;301;Construction navale ;Ensemble des tranches d'effectif ;4049,1
a272 ;301;Construction navale ;De 0 à 9 salariés en ETP ;145,5
a272 ;301;Construction navale ;De 10 à 19 salariés en ETP ;92,7
a272 ;301;Construction navale ;De 20 à 249 salariés en ETP ;600,7
a272 ;301;Construction navale ;Plus de 250 salariés en ETP ;3210,6
a272 ;302;Construction de locomotives et d'autre matériel ferroviaire roulant ;Ensemble des tranches d'effectif ;3615,2
a272 ;302;Construction de locomotives et d'autre matériel ferroviaire roulant ;De 0 à 9 salariés en ETP ;S
a272 ;302;Construction de locomotives et d'autre matériel ferroviaire roulant ;De 10 à 19 salariés en ETP ;S
a272 ;302;Construction de locomotives et d'autre matériel ferroviaire roulant ;De 20 à 249 salariés en ETP ;397,9
a272 ;302;Construction de locomotives et d'autre matériel ferroviaire roulant ;Plus de 250 salariés en ETP ;3140,5
a272 ;303;Construction aéronautique et spatiale ;Ensemble des tranches d'effectif ;30534,7
a272 ;303;Construction aéronautique et spatiale ;De 0 à 9 salariés en ETP ;S
a272 ;303;Construction aéronautique et spatiale ;De 10 à 19 salariés en ETP ;S
a272 ;303;Construction aéronautique et spatiale ;De 20 à 249 salariés en ETP ;1050,1
a272 ;303;Construction aéronautique et spatiale ;Plus de 250 salariés en ETP ;29233,9
a272 ;304;Construction de véhicules militaires de combat ;Ensemble des tranches d'effectif ;S
a272 ;304;Construction de véhicules militaires de combat ;De 0 à 9 salariés en ETP ;N
a272 ;304;Construction de véhicules militaires de combat ;De 10 à 19 salariés en ETP ;N
a272 ;304;Construction de véhicules militaires de combat ;De 20 à 249 salariés en ETP ;S
a272 ;304;Construction de véhicules militaires de combat ;Plus de 250 salariés en ETP ;S
a272 ;309;Fabrication de matériels de transport n.c.a. ;Ensemble des tranches d'effectif ;S
a272 ;309;Fabrication de matériels de transport n.c.a. ;De 0 à 9 salariés en ETP ;38,4
a272 ;309;Fabrication de matériels de transport n.c.a. ;De 10 à 19 salariés en ETP ;6,6
a272 ;309;Fabrication de matériels de transport n.c.a. ;De 20 à 249 salariés en ETP ;S
a272 ;309;Fabrication de matériels de transport n.c.a. ;Plus de 250 salariés en ETP ;S
a88 ;31;Fabrication de meubles ;Ensemble des tranches d'effectif ;6418,4
a88 ;31;Fabrication de meubles ;De 0 à 9 salariés en ETP ;1207,1
a88 ;31;Fabrication de meubles ;De 10 à 19 salariés en ETP ;373,3
a88 ;31;Fabrication de meubles ;De 20 à 249 salariés en ETP ;3066
a88 ;31;Fabrication de meubles ;Plus de 250 salariés en ETP ;1771,9
a272 ;310;Fabrication de meubles ;Ensemble des tranches d'effectif ;6418,4
a272 ;310;Fabrication de meubles ;De 0 à 9 salariés en ETP ;1207,1
a272 ;310;Fabrication de meubles ;De 10 à 19 salariés en ETP ;373,3
a272 ;310;Fabrication de meubles ;De 20 à 249 salariés en ETP ;3066
a272 ;310;Fabrication de meubles ;Plus de 250 salariés en ETP ;1771,9
a88 ;32;Autres industries manufacturières ;Ensemble des tranches d'effectif ;9950,6
a88 ;32;Autres industries manufacturières ;De 0 à 9 salariés en ETP ;2281,4
a88 ;32;Autres industries manufacturières ;De 10 à 19 salariés en ETP ;703,1
a88 ;32;Autres industries manufacturières ;De 20 à 249 salariés en ETP ;4250,8
a88 ;32;Autres industries manufacturières ;Plus de 250 salariés en ETP ;2715,4
a272 ;321;Fabrication d'articles de joaillerie, bijouterie et articles similaires ;Ensemble des tranches d'effectif ;1635,2
a272 ;321;Fabrication d'articles de joaillerie, bijouterie et articles similaires ;De 0 à 9 salariés en ETP ;460,2
a272 ;321;Fabrication d'articles de joaillerie, bijouterie et articles similaires ;De 10 à 19 salariés en ETP ;S
a272 ;321;Fabrication d'articles de joaillerie, bijouterie et articles similaires ;De 20 à 249 salariés en ETP ;575,7
a272 ;321;Fabrication d'articles de joaillerie, bijouterie et articles similaires ;Plus de 250 salariés en ETP ;S
a272 ;322;Fabrication d'instruments de musique ;Ensemble des tranches d'effectif ;178
a272 ;322;Fabrication d'instruments de musique ;De 0 à 9 salariés en ETP ;45
a272 ;322;Fabrication d'instruments de musique ;De 10 à 19 salariés en ETP ;S
a272 ;322;Fabrication d'instruments de musique ;De 20 à 249 salariés en ETP ;89,6
a272 ;322;Fabrication d'instruments de musique ;Plus de 250 salariés en ETP ;S
a272 ;323;Fabrication d'articles de sport ;Ensemble des tranches d'effectif ;659,4
a272 ;323;Fabrication d'articles de sport ;De 0 à 9 salariés en ETP ;S
a272 ;323;Fabrication d'articles de sport ;De 10 à 19 salariés en ETP ;10,8
a272 ;323;Fabrication d'articles de sport ;De 20 à 249 salariés en ETP ;363,6
a272 ;323;Fabrication d'articles de sport ;Plus de 250 salariés en ETP ;S
a272 ;324;Fabrication de jeux et jouets ;Ensemble des tranches d'effectif ;278,3
a272 ;324;Fabrication de jeux et jouets ;De 0 à 9 salariés en ETP ;S
a272 ;324;Fabrication de jeux et jouets ;De 10 à 19 salariés en ETP ;6,9
a272 ;324;Fabrication de jeux et jouets ;De 20 à 249 salariés en ETP ;153,2
a272 ;324;Fabrication de jeux et jouets ;Plus de 250 salariés en ETP ;S
a272 ;325;Fabrication d'instruments et de fournitures à usage médical et dentaire ;Ensemble des tranches d'effectif ;5794,2
a272 ;325;Fabrication d'instruments et de fournitures à usage médical et dentaire ;De 0 à 9 salariés en ETP ;1430,1
a272 ;325;Fabrication d'instruments et de fournitures à usage médical et dentaire ;De 10 à 19 salariés en ETP ;396,2
a272 ;325;Fabrication d'instruments et de fournitures à usage médical et dentaire ;De 20 à 249 salariés en ETP ;2378,8
a272 ;325;Fabrication d'instruments et de fournitures à usage médical et dentaire ;Plus de 250 salariés en ETP ;1589,1
a272 ;329;Activités manufacturières n.c.a. ;Ensemble des tranches d'effectif ;1405,7
a272 ;329;Activités manufacturières n.c.a. ;De 0 à 9 salariés en ETP ;215,9
a272 ;329;Activités manufacturières n.c.a. ;De 10 à 19 salariés en ETP ;125,1
a272 ;329;Activités manufacturières n.c.a. ;De 20 à 249 salariés en ETP ;690
a272 ;329;Activités manufacturières n.c.a. ;Plus de 250 salariés en ETP ;374,7
a88 ;33;Réparation et installation de machines et d'équipements ;Ensemble des tranches d'effectif ;41629,8
a88 ;33;Réparation et installation de machines et d'équipements ;De 0 à 9 salariés en ETP ;6385,4
a88 ;33;Réparation et installation de machines et d'équipements ;De 10 à 19 salariés en ETP ;3358,1
a88 ;33;Réparation et installation de machines et d'équipements ;De 20 à 249 salariés en ETP ;12682,3
a88 ;33;Réparation et installation de machines et d'équipements ;Plus de 250 salariés en ETP ;19224,6
a272 ;331;Réparation d'ouvrages en métaux, de machines et d'équipements ;Ensemble des tranches d'effectif ;26868,9
a272 ;331;Réparation d'ouvrages en métaux, de machines et d'équipements ;De 0 à 9 salariés en ETP ;3747
a272 ;331;Réparation d'ouvrages en métaux, de machines et d'équipements ;De 10 à 19 salariés en ETP ;1570,3
a272 ;331;Réparation d'ouvrages en métaux, de machines et d'équipements ;De 20 à 249 salariés en ETP ;7332,8
a272 ;331;Réparation d'ouvrages en métaux, de machines et d'équipements ;Plus de 250 salariés en ETP ;14250,1
a272 ;332;Installation de machines et d'équipements industriels ;Ensemble des tranches d'effectif ;14760,9
a272 ;332;Installation de machines et d'équipements industriels ;De 0 à 9 salariés en ETP ;2638,4
a272 ;332;Installation de machines et d'équipements industriels ;De 10 à 19 salariés en ETP ;1787,8
a272 ;332;Installation de machines et d'équipements industriels ;De 20 à 249 salariés en ETP ;5349,5
a272 ;332;Installation de machines et d'équipements industriels ;Plus de 250 salariés en ETP ;4974,5
a21 ;D ;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné ;Ensemble des tranches d'effectif ;114342,3
a21 ;D ;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné ;De 0 à 9 salariés en ETP ;7206
a21 ;D ;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné ;De 10 à 19 salariés en ETP ;556,8
a21 ;D ;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné ;De 20 à 249 salariés en ETP ;9669,9
a21 ;D ;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné ;Plus de 250 salariés en ETP ;96905,7
a88 ;35;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné ;Ensemble des tranches d'effectif ;114342,3
a88 ;35;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné ;De 0 à 9 salariés en ETP ;7206
a88 ;35;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné ;De 10 à 19 salariés en ETP ;556,8
a88 ;35;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné ;De 20 à 249 salariés en ETP ;9669,9
a88 ;35;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné ;Plus de 250 salariés en ETP ;96905,7
a272 ;351;Production, transport et distribution d'électricité ;Ensemble des tranches d'effectif ;72613,5
a272 ;351;Production, transport et distribution d'électricité ;De 0 à 9 salariés en ETP ;5154
a272 ;351;Production, transport et distribution d'électricité ;De 10 à 19 salariés en ETP ;400,9
a272 ;351;Production, transport et distribution d'électricité ;De 20 à 249 salariés en ETP ;4976,6
a272 ;351;Production, transport et distribution d'électricité ;Plus de 250 salariés en ETP ;62082,1
a272 ;352;Production et distribution de combustibles gazeux ;Ensemble des tranches d'effectif ;35545,2
a272 ;352;Production et distribution de combustibles gazeux ;De 0 à 9 salariés en ETP ;S
a272 ;352;Production et distribution de combustibles gazeux ;De 10 à 19 salariés en ETP ;90,6
a272 ;352;Production et distribution de combustibles gazeux ;De 20 à 249 salariés en ETP ;S
a272 ;352;Production et distribution de combustibles gazeux ;Plus de 250 salariés en ETP ;S
a272 ;353;Production et distribution de vapeur et d'air conditionné ;Ensemble des tranches d'effectif ;6183,5
a272 ;353;Production et distribution de vapeur et d'air conditionné ;De 0 à 9 salariés en ETP ;S
a272 ;353;Production et distribution de vapeur et d'air conditionné ;De 10 à 19 salariés en ETP ;65,3
a272 ;353;Production et distribution de vapeur et d'air conditionné ;De 20 à 249 salariés en ETP ;S
a272 ;353;Production et distribution de vapeur et d'air conditionné ;Plus de 250 salariés en ETP ;S
a21 ;E ;Production et distribution d'eau - assainissement, gestion des déchets et dépollution ;Ensemble des tranches d'effectif ;36103,6
a21 ;E ;Production et distribution d'eau - assainissement, gestion des déchets et dépollution ;De 0 à 9 salariés en ETP ;5104,9
a21 ;E ;Production et distribution d'eau - assainissement, gestion des déchets et dépollution ;De 10 à 19 salariés en ETP ;2432,7
a21 ;E ;Production et distribution d'eau - assainissement, gestion des déchets et dépollution ;De 20 à 249 salariés en ETP ;13082,3
a21 ;E ;Production et distribution d'eau - assainissement, gestion des déchets et dépollution ;Plus de 250 salariés en ETP ;15483,5
a88 ;36;Captage, traitement et distribution d'eau ;Ensemble des tranches d'effectif ;7462,1
a88 ;36;Captage, traitement et distribution d'eau ;De 0 à 9 salariés en ETP ;1157,4
a88 ;36;Captage, traitement et distribution d'eau ;De 10 à 19 salariés en ETP ;122,9
a88 ;36;Captage, traitement et distribution d'eau ;De 20 à 249 salariés en ETP ;1327,4
a88 ;36;Captage, traitement et distribution d'eau ;Plus de 250 salariés en ETP ;4854,4
a272 ;360;Captage, traitement et distribution d'eau ;Ensemble des tranches d'effectif ;7462,1
a272 ;360;Captage, traitement et distribution d'eau ;De 0 à 9 salariés en ETP ;1157,4
a272 ;360;Captage, traitement et distribution d'eau ;De 10 à 19 salariés en ETP ;122,9
a272 ;360;Captage, traitement et distribution d'eau ;De 20 à 249 salariés en ETP ;1327,4
a272 ;360;Captage, traitement et distribution d'eau ;Plus de 250 salariés en ETP ;4854,4
a88 ;37;Collecte et traitement des eaux usées ;Ensemble des tranches d'effectif ;4872,8
a88 ;37;Collecte et traitement des eaux usées ;De 0 à 9 salariés en ETP ;760,1
a88 ;37;Collecte et traitement des eaux usées ;De 10 à 19 salariés en ETP ;143,3
a88 ;37;Collecte et traitement des eaux usées ;De 20 à 249 salariés en ETP ;969,2
a88 ;37;Collecte et traitement des eaux usées ;Plus de 250 salariés en ETP ;3000,2
a272 ;370;Collecte et traitement des eaux usées ;Ensemble des tranches d'effectif ;4872,8
a272 ;370;Collecte et traitement des eaux usées ;De 0 à 9 salariés en ETP ;760,1
a272 ;370;Collecte et traitement des eaux usées ;De 10 à 19 salariés en ETP ;143,3
a272 ;370;Collecte et traitement des eaux usées ;De 20 à 249 salariés en ETP ;969,2
a272 ;370;Collecte et traitement des eaux usées ;Plus de 250 salariés en ETP ;3000,2
a88 ;38;Collecte, traitement et élimination des déchets - récupération ;Ensemble des tranches d'effectif ;22675,5
a88 ;38;Collecte, traitement et élimination des déchets - récupération ;De 0 à 9 salariés en ETP ;3050,5
a88 ;38;Collecte, traitement et élimination des déchets - récupération ;De 10 à 19 salariés en ETP ;2141,3
a88 ;38;Collecte, traitement et élimination des déchets - récupération ;De 20 à 249 salariés en ETP ;10111,2
a88 ;38;Collecte, traitement et élimination des déchets - récupération ;Plus de 250 salariés en ETP ;7372,5
a272 ;381;Collecte des déchets ;Ensemble des tranches d'effectif ;4906,9
a272 ;381;Collecte des déchets ;De 0 à 9 salariés en ETP ;343,2
a272 ;381;Collecte des déchets ;De 10 à 19 salariés en ETP ;255,8
a272 ;381;Collecte des déchets ;De 20 à 249 salariés en ETP ;1493,6
a272 ;381;Collecte des déchets ;Plus de 250 salariés en ETP ;2814,2
a272 ;382;Traitement et élimination des déchets ;Ensemble des tranches d'effectif ;5221,9
a272 ;382;Traitement et élimination des déchets ;De 0 à 9 salariés en ETP ;496,3
a272 ;382;Traitement et élimination des déchets ;De 10 à 19 salariés en ETP ;325,3
a272 ;382;Traitement et élimination des déchets ;De 20 à 249 salariés en ETP ;2546
a272 ;382;Traitement et élimination des déchets ;Plus de 250 salariés en ETP ;1854,3
a272 ;383;Récupération ;Ensemble des tranches d'effectif ;12546,7
a272 ;383;Récupération ;De 0 à 9 salariés en ETP ;2211
a272 ;383;Récupération ;De 10 à 19 salariés en ETP ;1560,3
a272 ;383;Récupération ;De 20 à 249 salariés en ETP ;6071,6
a272 ;383;Récupération ;Plus de 250 salariés en ETP ;2704
a88 ;39;Dépollution et autres services de gestion des déchets ;Ensemble des tranches d'effectif ;1093,2
a88 ;39;Dépollution et autres services de gestion des déchets ;De 0 à 9 salariés en ETP ;136,9
a88 ;39;Dépollution et autres services de gestion des déchets ;De 10 à 19 salariés en ETP ;25,1
a88 ;39;Dépollution et autres services de gestion des déchets ;De 20 à 249 salariés en ETP ;674,5
a88 ;39;Dépollution et autres services de gestion des déchets ;Plus de 250 salariés en ETP ;256,4
a272 ;390;Dépollution et autres services de gestion des déchets ;Ensemble des tranches d'effectif ;1093,2
a272 ;390;Dépollution et autres services de gestion des déchets ;De 0 à 9 salariés en ETP ;136,9
a272 ;390;Dépollution et autres services de gestion des déchets ;De 10 à 19 salariés en ETP ;25,1
a272 ;390;Dépollution et autres services de gestion des déchets ;De 20 à 249 salariés en ETP ;674,5
a272 ;390;Dépollution et autres services de gestion des déchets ;Plus de 250 salariés en ETP ;256,4
a10 ;FZ ;Construction ;Ensemble des tranches d'effectif ;282435,6
a10 ;FZ ;Construction ;De 0 à 9 salariés en ETP ;117468,6
a10 ;FZ ;Construction ;De 10 à 19 salariés en ETP ;31172,2
a10 ;FZ ;Construction ;De 20 à 249 salariés en ETP ;77964,5
a10 ;FZ ;Construction ;Plus de 250 salariés en ETP ;55824,2
a21 ;F ;Construction ;Ensemble des tranches d'effectif ;282435,6
a21 ;F ;Construction ;De 0 à 9 salariés en ETP ;117468,6
a21 ;F ;Construction ;De 10 à 19 salariés en ETP ;31172,2
a21 ;F ;Construction ;De 20 à 249 salariés en ETP ;77964,5
a21 ;F ;Construction ;Plus de 250 salariés en ETP ;55824,2
a88 ;41;Construction de bâtiments ;Ensemble des tranches d'effectif ;68125,4
a88 ;41;Construction de bâtiments ;De 0 à 9 salariés en ETP ;34232,5
a88 ;41;Construction de bâtiments ;De 10 à 19 salariés en ETP ;3696,9
a88 ;41;Construction de bâtiments ;De 20 à 249 salariés en ETP ;14542
a88 ;41;Construction de bâtiments ;Plus de 250 salariés en ETP ;15653,9
a272 ;411;Promotion immobilière ;Ensemble des tranches d'effectif ;34489,9
a272 ;411;Promotion immobilière ;De 0 à 9 salariés en ETP ;26502,1
a272 ;411;Promotion immobilière ;De 10 à 19 salariés en ETP ;813,6
a272 ;411;Promotion immobilière ;De 20 à 249 salariés en ETP ;3811,1
a272 ;411;Promotion immobilière ;Plus de 250 salariés en ETP ;3363,3
a272 ;412;Construction de bâtiments résidentiels et non résidentiels ;Ensemble des tranches d'effectif ;33635,5
a272 ;412;Construction de bâtiments résidentiels et non résidentiels ;De 0 à 9 salariés en ETP ;7730,5
a272 ;412;Construction de bâtiments résidentiels et non résidentiels ;De 10 à 19 salariés en ETP ;2883,4
a272 ;412;Construction de bâtiments résidentiels et non résidentiels ;De 20 à 249 salariés en ETP ;10731
a272 ;412;Construction de bâtiments résidentiels et non résidentiels ;Plus de 250 salariés en ETP ;12290,7
a88 ;42;Génie civil ;Ensemble des tranches d'effectif ;37805,9
a88 ;42;Génie civil ;De 0 à 9 salariés en ETP ;2452,6
a88 ;42;Génie civil ;De 10 à 19 salariés en ETP ;1751
a88 ;42;Génie civil ;De 20 à 249 salariés en ETP ;14017,9
a88 ;42;Génie civil ;Plus de 250 salariés en ETP ;19584,4
a272 ;421;Construction de routes et de voies ferrées ;Ensemble des tranches d'effectif ;18104
a272 ;421;Construction de routes et de voies ferrées ;De 0 à 9 salariés en ETP ;452,4
a272 ;421;Construction de routes et de voies ferrées ;De 10 à 19 salariés en ETP ;543,7
a272 ;421;Construction de routes et de voies ferrées ;De 20 à 249 salariés en ETP ;5184,2
a272 ;421;Construction de routes et de voies ferrées ;Plus de 250 salariés en ETP ;11923,7
a272 ;422;Construction de réseaux et de lignes ;Ensemble des tranches d'effectif ;13234,3
a272 ;422;Construction de réseaux et de lignes ;De 0 à 9 salariés en ETP ;777,2
a272 ;422;Construction de réseaux et de lignes ;De 10 à 19 salariés en ETP ;554,8
a272 ;422;Construction de réseaux et de lignes ;De 20 à 249 salariés en ETP ;6256
a272 ;422;Construction de réseaux et de lignes ;Plus de 250 salariés en ETP ;5646,3
a272 ;429;Construction d'autres ouvrages de génie civil ;Ensemble des tranches d'effectif ;6467,6
a272 ;429;Construction d'autres ouvrages de génie civil ;De 0 à 9 salariés en ETP ;1223
a272 ;429;Construction d'autres ouvrages de génie civil ;De 10 à 19 salariés en ETP ;652,6
a272 ;429;Construction d'autres ouvrages de génie civil ;De 20 à 249 salariés en ETP ;2577,7
a272 ;429;Construction d'autres ouvrages de génie civil ;Plus de 250 salariés en ETP ;2014,3
a88 ;43;Travaux de construction spécialisés ;Ensemble des tranches d'effectif ;176504,2
a88 ;43;Travaux de construction spécialisés ;De 0 à 9 salariés en ETP ;80783,5
a88 ;43;Travaux de construction spécialisés ;De 10 à 19 salariés en ETP ;25724,3
a88 ;43;Travaux de construction spécialisés ;De 20 à 249 salariés en ETP ;49404,5
a88 ;43;Travaux de construction spécialisés ;Plus de 250 salariés en ETP ;20585,9
a272 ;431;Démolition et préparation des sites ;Ensemble des tranches d'effectif ;15264
a272 ;431;Démolition et préparation des sites ;De 0 à 9 salariés en ETP ;4968,1
a272 ;431;Démolition et préparation des sites ;De 10 à 19 salariés en ETP ;1712,6
a272 ;431;Démolition et préparation des sites ;De 20 à 249 salariés en ETP ;6495,6
a272 ;431;Démolition et préparation des sites ;Plus de 250 salariés en ETP ;2087,8
a272 ;432;Travaux d'installation électrique, plomberie et autres travaux d'installation ;Ensemble des tranches d'effectif ;59219,9
