Identifiant;Type d'événement;Ident Type;Lieu de l'événement;Nom Organisme;Type d'organisme;Ident Organisme;Etat;Theme;Style;Catégorie;Genre;Ident Genre;Titre;Texte Début;Texte Milieu;Texte Fin;Commune;Département;Code INSEE;Code Postal;Coordonnées GPS;Date Modification;Jour 1;Jour 2;Jour 3;Jour Du;Jour Au;Jour Min;Jour Max;Mention Gratuit;Mention Payant;Tarif Général;Tarif réduit;Tarif Autre;Photo 1 Chemin;Photo 1 Légende;Photo 1 Crédit;Photo 2 Chemin;Photo 2 Légende;Photo 2 Crédit;Photo 3 Chemin;Photo 3 Légende;Photo 3 Crédit;Age Minimum;Age Maximum;Durée;Mention Complet;Mention Accessible Handicap;Lien Billeterie;Liens Vidéo;Liens Son;Liens Dossiers De Presse;Tags;Groupes;Titre Libre;Texte Libre Court;Texte Libre Long;Groupes Organismes;Nombres Participants;Nombre Exposants;URL Agenda Ouest-France;Groupes Ident;Groupes Organismes Ident;Langues;Langues Ident;Thematiques;Thematiques Ident;Categorie age;Categorie age Ident
6390234;Horaire piscine, bibliothèque;16;29/Pont-Aven;Médiathèque de Pont-Aven;Administration, service public, parapublic;379960;V;Pratique;Loisirs et sports;Horaires piscine, bibliothèque ...;Médiathèque;200;Médiathèque;;Horaires d'ouverture.;Lundi 28 janvier, 16h45 à 18h45, médiathèque, 7, rue Paul-Sérusier, Pont-Aven. Contact : 02 98 06 10 93.;Pont-Aven;29;29217;29930;47.85576, -3.74801;2018-12-28;2019-01-28;;;;;2019-01-28;2019-01-28;non;non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/pont-aven-29217/agenda/mediatheque_6390234;;;Français;fr_FR;;;;
6391982;Danser;19;72/Nogent-sur-Loir;Au bon accueil;Association;380209;V;Loisir;Danser, vie nocturne;Danser;Thé dansant;179;Thé dansant;Patrick Guillin.;Organisé par l’association Musette au bord du Loir. Brioche offerte.;Dimanche 13 janvier, 14h, place principale, Nogent-sur-Loir. Tarif 6€. Réservation : 02 43 44 33 26, 06 14 63 30 54.;Nogent-sur-Loir;72;72221;72500;47.66876, 0.39552;2019-01-04;2019-01-13;;;;;2019-01-13;2019-01-13;non;oui;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/nogent-sur-loir-72221/agenda/the-dansant_6391982;;;Français;fr_FR;;;;
6382018;Horaire, permanence;7;50/Doville;Ville de Doville;Mairie;380217;V;Pratique;Vie quotidienne;Horaires, ouverture, permanence;Fermeture;89;Mairie;Fermeture. Du lundi 24 décembre 2018 au vendredi 4 janvier 2019, mairie, le bourg, Doville.;;;Doville;50;50166;50250;49.33198, -1.53976;2018-12-19;;;;2018-12-24;2019-01-04;2018-12-24;2019-01-04;non;non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/doville-50166/agenda/mairie_6382018;;;Français;fr_FR;;;;
6377550;Spectacle;21;82/Montauban;Théâtre de l'embellie;Association;380226;V;Loisir;Concerts, spectacles;Autres scènes;Poésie;171;Veillée poétique;Poésie.;Les veillées poétiques et musicales sont un temps de libre expression ou d’expression libre ouvert à tout le monde. C’est un rendez-vous au cours duquel les participants peuvent partager leurs œuvres ou faire connaître les textes de leurs auteurs préférés. La poésie chantée est la bienvenue.;Jeudi 17 janvier, jeudi 21 février, jeudi 21 mars 2019, 17h30, Le Fort, 5, rue du Fort, Montauban. Tarif Entrée libre. Contact : 05 63 91 96 20, embellie82@gmail.com, https://theatre-embellie.fr/;Montauban;82;82121;82000;44.01929, 1.356968;2018-12-14;2019-01-17;2019-02-21;2019-03-21;;;2019-01-17;2019-03-21;non;oui;;;Entrée libre;http://photos.infolocale.fr/infoLocale/annonce/2018/1214/6377550/_1.jpg;;;;;;;;;;;;;Auditif|Visuel|Mental|Moteur;;;;https://theatre-embellie.fr;montauban lefort évènements veillée poétique débats;;Veillée poétique;Les veillées poétiques et musicales sont un temps de libre expression ou d'expression libre ouvert à tout le monde. C'est un rendez-vous au cours duquel les participants peuvent partager leurs œuvres ou faire connaître les textes de leurs auteurs préférés. La poésie chantée est la bienvenue.;Les veillées poétiques et musicales sont un temps de libre expression ou d'expression libre ouvert à tout le monde. C'est un rendez-vous au cours duquel les participants peuvent partager leurs œuvres ou faire connaître les textes de leurs auteurs préférés. La poésie chantée est la bienvenue. Il n'y a pas de thème imposé, en revanche les allusions politiques, xénophobes ou à caractère sexuel ne sont pas admises. Il est bon de s'inscrire à l'avance mais cela peut se faire aussi de façon spontanée le jour de l'animation. La poésie ne prend vie que lorsqu'elle est dite. ''Elle est la peinture des mots lorsqu'ils passent par le cœur pour aller prendre l'air'' (Pierann);;;;https://infolocale.ouest-france.fr/montauban-82121/agenda/veillee-poetique_6377550;;;Français;fr_FR;;;;
6399663;Horaire, permanence;7;22/Plouaret;Conciliateur de Justice;Administration, service public, parapublic;380287;V;Pratique;Vie quotidienne;Horaires, ouverture, permanence;Permanence;87;Conciliateur de justice;Permanence.;Conflits entre particuliers et autres troubles de voisinage, servitudes, nuisances, odeurs, bruits, plantations, avec les professionnels, contrats de fournitures, travaux divers et prestations, consommation, accès à la téléphonie, baux, contrats de vente, prêts et assurances.;Mercredi 16 janvier, 9h30 à 12h et 14h à 17h, mairie, 1, rue de l’Église, Plouaret. Contact : 02 96 46 62 02, jacky.eouzan@conciliateurdejustice.fr;Plouaret;22;22207;22420;48.61151, -3.473139;2019-01-08;2019-01-16;;;;;2019-01-16;2019-01-16;non;non;;;;http://photos.infolocale.fr/infoLocale/annonce/2019/0107/6399663/_1.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/plouaret-22207/agenda/conciliateur-de-justice_6399663;;;Français;fr_FR;;;;
6185752;Sport;24;56/Moréac;Breizh Rapa Nui;Association;380319;V;Loisir;Loisirs et sports;Sport;Cours, inscription;103;Breizh Rapa Nui;Danses du Pacifique.;Pour enfants à partir de 6 ans (mercredi à 14 h 30 ou 17 h) et adultes (mercredi à 18 h 30 et/ou samedi à 10 h). Danses de l'île de Pâques, Samoa, Hawai, Tahiti.;Du mercredi 5 septembre 2018 au dimanche 30 juin 2019, salle de sport Parco, Moréac. Tarif 85€, réduit 50€, autre : journée d'essai le 5 septembre et le 8 septembre. Inscription avant le 15 septembre. Contact : 06 22 08 28 43, breizh.rapanui@gmail.com, https://www.facebook.com/Breizh-Rapa-Nui-1906452006313915/;Moréac;56;56140;56500;47.9196, -2.82094;2018-07-23;;;;2018-09-05;2019-06-30;2018-09-05;2019-06-30;non;oui;85.0;50.0;journée d'essai le 5 septembre et le 8 septembre;;;;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/moreac-56140/agenda/breizh-rapa-nui_6185752;;;Français;fr_FR;;;;
6369762;Concert;15;56/Sauzon;Festival International de Belle-Île lyrique en mer;Association;380487;V;Loisir;Concerts, spectacles;Concert, spectacle musical;Classique;22;Concert du Nouvel an;Classique.;Jazmin Black Grollemund, soprano, Nemanja Ljubinkovic, violon et Philip Walsh, orgue, présentent le concert du Nouvel an : œuvres de Bach, Haendel, Mozart, Saint-Saëns, Vivaldi.;Mardi 1er janvier 2019, 18h, Église, Sauzon. Tarif 15€, autre : Gratuit -12 ans. Contact et réservation : 02 97 31 81 93, http://www.lyrique-belle-ile.com;Sauzon;56;56241;56360;47.37131, -3.22141;2018-12-11;2019-01-01;;;;;2019-01-01;2019-01-01;non;oui;15.0;;Gratuit -12 ans;;;;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/sauzon-56241/agenda/concert-du-nouvel-an_6369762;;;Français;fr_FR;;;;
6388702;Cinéma;35;56/Vannes;Club Astronomie de Rhuys;Association;380529;V;Loisir;Voir visiter;Cinéma;Cinéma;7;16 levers de soleil : film documentaire avec Thomas Pesquet;Cinéma.;L’extraordinaire aventure spatiale de Thomas Pesquet dans l’ISS. Film documentaire suivi d’un débat avec les planétologues Charles Frankel (« l’ami des astronautes ») et Thomas Appéré.;Jeudi 3 janvier, 18h, cinéma La Garenne, Vannes. Payant.;Vannes;56;56260;56000;47.6549, -2.75952;2018-12-26;2019-01-03;;;;;2019-01-03;2019-01-03;non;oui;;;;http://photos.infolocale.fr/infoLocale/annonce/2018/1226/6388702/_1.jpg;;;http://photos.infolocale.fr/infoLocale/annonce/2018/1226/6388702/_2.jpg;Affiche du Film;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/vannes-56260/agenda/16-levers-de-soleil-film-documentaire-avec-thomas-pesquet_6388702;;;Français;fr_FR;;;;
6234942;Atelier, activité de loisirs;31;56/Riantec;Namaha Yoga;Autre organisme à but non lucratif;380552;V;Loisir;Loisirs et sports;Atelier, activité de loisirs;Autre;141;Namaha Yoga;Cours de yoga Vinyasa.;Les mardis soir. Cours dirigés par Lilas Antenen.;Du mardi 11 septembre 2018 au mardi 25 juin 2019, 18h à 19h15 et 19h30 à 20h45, château Kerdurant, Bergerie, Riantec. Payant. Contact et réservation : 06 86 11 62 86.;Riantec;56;56193;56670;47.71169, -3.321948;2018-09-06;;;;2018-09-11;2019-06-25;2018-09-11;2019-06-25;non;oui;;;;http://photos.infolocale.fr/infoLocale/annonce/2018/0905/6234942/_1.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/riantec-56193/agenda/namaha-yoga_6234942;;;Français;fr_FR;;;;
6345729;Formation, vie scolaire, concours;32;44/Nantes;Ufcv;Association;380764;V;Pratique;Réunions formations cérémonies;Formation, vie scolaire, examens, concours;Formation;104;Formation générale Bafa;Organisateur : Ufcv Pays de la Loire.;Première étape du cursus Bafa : l’occasion de découvrir toutes les facettes de cette aventure passionnante : structures d’accueil de loisirs, fonctionnement d’équipe d’animation, caractéristiques des enfants, réglementation. Une formation axée fortement sur la pratique, l’expérimentation de jeux..;Du jeudi 27 décembre 2018 au vendredi 4 janvier 2019, Ufcv, 56, rue François-Bruneau, Nantes. Tarif 399€. Contact et réservation : 02 40 71 60 32, paysdelaloire@ufcv.fr, https://bafa.ufcv.fr/;Nantes;44;44109;44000;47.21684, -1.55674;2018-11-21;;;;2018-12-27;2019-01-04;2018-12-27;2019-01-04;non;oui;399.0;;;http://photos.infolocale.fr/infoLocale/annonce/2018/1121/6345729/_1.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/nantes-44109/agenda/formation-generale-bafa_6345729;;;Français;fr_FR;;;;
6208323;Formation, vie scolaire, concours;32;35/Rennes;Rennes Sauvetage;Association;381078;V;Pratique;Réunions formations cérémonies;Formation, vie scolaire, examens, concours;Formation;104;Prévention et secours civiques de niveau 1;Organisateur : Rennes sauvetage. Lundi 29 avril, 8h30 à 17h30, Rennes sauvetage, 4, rue Ronsard, Rennes. Payant. Contact et réservation : 02 99 87 57 83, rennes.sauvetage@gmail.com, http://rennessauvetage.fr;;;Rennes;35;35238;35000;48.09896, -1.657686;2018-08-21;2019-04-29;;;;;2019-04-29;2019-04-29;non;oui;;;;;;;;;;;;;;;;;Moteur;;;;;;;;;;;10;;https://infolocale.ouest-france.fr/rennes-35238/agenda/prevention-et-secours-civiques-de-niveau-1_6208323;;;Français;fr_FR;;;;
6208320;Formation, vie scolaire, concours;32;35/Rennes;Rennes Sauvetage;Association;381078;V;Pratique;Réunions formations cérémonies;Formation, vie scolaire, examens, concours;Formation;104;Prévention et secours civiques de niveau 1;Organisateur : Rennes sauvetage. Samedi 16 mars, 8h30 à 17h30, Rennes sauvetage, 4, rue Ronsard, Rennes. Payant. Contact et réservation : 02 99 87 57 83, rennes.sauvetage@gmail.com, http://rennessauvetage.fr;;;Rennes;35;35238;35000;48.09896, -1.657686;2018-08-21;2019-03-16;;;;;2019-03-16;2019-03-16;non;oui;;;;;;;;;;;;;;;;;Moteur;;;;;;;;;;;10;;https://infolocale.ouest-france.fr/rennes-35238/agenda/prevention-et-secours-civiques-de-niveau-1_6208320;;;Français;fr_FR;;;;
6392936;Sport;24;44/Machecoul-Saint-Même;ASR Machecoul Saint-Même;Association;381295;V;Loisir;Loisirs et sports;Sport;Mémento sportif;289;ASR Machecoul Saint-Même;Mémento sportif.;"Week-end de reprise avec les matchs en retard. Samedi à domicile : à 14 h, U15B contre Entente FC Retz/FCBB ; à 14 h 15, U13 pour le challenge CA Espoir. En déplacement : à 14 h, U13 à Rouans pour le festifoot ; U15A à Pont-Saint-Martin ; à 16 h, U18B à Rouans. Dimanche à domicile, à 15 h, seniors A contre Entrammes.";Samedi 5, dimanche 6 janvier, stade, la Rabine, Machecoul-Saint-Même.;Machecoul-Saint-Même;44;44087;44270;46.98839, -1.815965;2019-01-02;2019-01-05;2019-01-06;;;;2019-01-05;2019-01-06;non;non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/machecoul-saint-meme-44087/agenda/asr-machecoul-saint-meme_6392936;;;Français;fr_FR;;;;
6400626;Horaire, permanence;7;85/Sèvremont;Art'culmine;Association;381348;V;Pratique;Vie quotidienne;Horaires, ouverture, permanence;Permanence;87;Art’culmine, séances de variétés;Permanence.;Vente de billets pour les séances qui ont lieu les : 16, 17, 22, 23 février.;Dimanche 13, dimanche 20 janvier, 9h à 12h30, place des Relais, Saint-Michel-Mont-Mercure, Sèvremont. Contact : 06 74 93 62 50.;Sèvremont;85;85090;85700;46.82867, -0.884743;2019-01-08;2019-01-13;2019-01-20;;;;2019-01-13;2019-01-20;non;non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/sevremont-85090/agenda/artculmine-seances-de-varietes_6400626;;;Français;fr_FR;;;;
6172210;Fête locale;25;49/Bellevigne-les-Châteaux;Comité des Fêtes de Brézé;Association;156450;V;Loisir;Loisirs et sports;Fêtes;Autre;121;Fête nationale. Soirée champêtre;;Le comité des fêtes de Brézé organise vendredi 13 juillet, à partir de 20 h, au stade, une soirée champêtre animée par l’association Jack Francis, suivi de la retraite aux flambeaux pour les enfants et du feu d’artifice vers 23 h. Renseignements auprès de Marie-Thérèse Hunault 02 41 51 66 79.;Vendredi 13 juillet, au stade, 13, rue du Stade, Brézé. Gratuit.;Bellevigne-les-Châteaux;49;49060;49400;47.17177, -0.0641648;2019-01-22;2018-07-13;;;;;2018-07-13;2018-07-13;oui;non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/bellevigne-les-chateaux-49060/agenda/fete-nationale-soiree-champetre_6172210;;;Français;fr_FR;;;;
6218468;Repas, soirée;1;79/Thouars;Fnath, Thouars;Association;184839;V;Loisir;Loisirs et sports;Repas soirée;Autre;126;FNATH Accidentés de la vie;;Le repas annuel se déroulera mercredi 19 septembre, à 12 heures, résidence Gambetta. Ouvert à tous. Renseignements et inscriptions avant lundi 10 aux 05 49 96 45 23 ou 06 20 92 83 17.;Mercredi 19 septembre, 12h, Résidence Gambetta, Thouars. Inscription avant le 10 septembre. Contact : 05 49 96 45 23, 06 20 92 83 17, bernardboissinot@sfr.fr;Thouars;79;79329;79100;46.97905, -0.2108926;2019-01-22;2018-09-19;;;;;2018-09-19;2018-09-19;non;non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/thouars-79329/agenda/fnath-accidentes-de-la-vie_6218468;;;Français;fr_FR;;;;
6258888;Danser;19;79/Thouars;Fnath, Thouars;Association;184839;V;Loisir;Danser, vie nocturne;Danser;Bal;182;Bal;Les Balladins.;La FNATH Accidentés de la vie, section de Thouars, organise un bal avec orchestre à Cléré-sur-Layon dimanche 7 octobre, à 14 h 30. Entrée : 7,50 €.;Dimanche 7 octobre, 14h30, Thouars.;Thouars;79;79329;79100;46.98157, -0.21527;2019-01-22;2018-10-07;;;;;2018-10-07;2018-10-07;non;non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/thouars-79329/agenda/bal_6258888;;;Français;fr_FR;;;;
6014452;Jeux, concours;29;22/Châtelaudren-Plouagat;Fnaca;Association;184763;V;Loisir;Loisirs et sports;Jeux, concours, rallye;Concours;286;Concours de boules;;Organisés par la Fnaca. Samedi : en triplettes ou en quadrettes, tirage au chapeau. Dimanche : en triplettes formées sur 3 parties. Lundi : en doublettes formées, élimination directement.;Samedi 24, dimanche 25, lundi 26 mars, 14h30, au boulodrome, Plouagat.;Châtelaudren-Plouagat;22;22206;22170;48.5362, -2.99905;2019-01-22;2018-03-24;2018-03-25;2018-03-26;;;2018-03-24;2018-03-26;non;non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/chatelaudren-plouagat-22206/agenda/concours-de-boules_6014452;;;;;;;;
6033951;Jeux, concours;29;79/Thouars;Fnath, Thouars;Association;184839;V;Loisir;Loisirs et sports;Jeux, concours, rallye;Loto;129;Loto;;La FNATH Accidentés de la vie organise un loto dimanche 14 avril, à 20 h 30, salle René-Cassin à Mauzé-Thouarsais. Ouverture des portes 18 h 30. Contact et réservations aux 05 49 96 45 23 et 06 20 92 83 17.;Samedi 14 avril, 20h30, Salle René Cassin, Mauzé-Thouarsais. Contact et réservation : 05 49 96 45 23, 06 20 92 83 17.;Thouars;79;79329;79100;46.97627, -0.2769;2019-01-22;2018-04-14;;;;;2018-04-14;2018-04-14;non;non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/thouars-79329/agenda/loto_6033951;;;;;;;;
6171514;Religion;50;22/Créhen;AD Paroisse;Institution religieuse;185082;V;Pratique;Réunions formations cérémonies;Cérémonie, commémoration, religions;Vie paroissiale;273;Journées de récollection pour laïcs, animées par sœurs de Créhen;;« Goûtez et voyez comme est bon le Seigneur ». Une autre journée aura lieu vendredi 10 août, au choix. Inscriptions obligatoires au 02 96 84 14 51 ou par mail : secretariat.crehen@orange-business.fr. Infos sur le site www.divineprovidence-crehen.org.;Mercredi 11 juillet, 9h à 17h, à la maison-mère, Créhen.;Créhen;22;22049;22130;48.54632, -2.21388;2019-01-22;2018-07-11;;;;;2018-07-11;2018-07-11;non;non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/crehen-22049/agenda/journees-de-recollection-pour-laics-animees-par-sours-de-crehen_6171514;;;Français;fr_FR;;;;
5985536;Sport;24;22/Châtelaudren-Plouagat;Aappma;Association;185005;V;Loisir;Loisirs et sports;Sport;Autre;118;Pêche : journées ventes de cartes;;À la maison de la presse, à Châtelaudren, les vendredis 2 et 9 mars, de 9 h à 12 h et de 14 h à 18 h. Les cartes de pêche de l’AAPPMA à Châtelaudren-Plouagat sont aussi en ventes permanentes à la maison de la presse à Châtelaudren, au Triskel à Plouagat et au Point vert à Plouagat.;Jeudi 1er, jeudi 8 mars, 9h à 12h, le Triskel, Z.A. le Radenier, Plouagat. Contact : 02 96 74 28 13.;Châtelaudren-Plouagat;22;22206;22170;48.53042, -2.970739;2019-01-22;2018-03-01;2018-03-08;;;;2018-03-01;2018-03-08;non;non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/chatelaudren-plouagat-22206/agenda/peche-journees-ventes-de-cartes_5985536;;;;;;;;
6310384;Cérémonie, commémoration;38;56/Ploërmel;Paroisse de Ploermel;Institution religieuse;351319;V;Pratique;Réunions formations cérémonies;Cérémonie, commémoration, religions;Célébration;107;Vêpres puis procession au cimetière;Jeudi 1er novembre, 15h, église Saint-Armel, Ploërmel.;;;Ploërmel;56;56165;56800;47.93165, -2.39845;2019-01-22;2018-11-01;;;;;2018-11-01;2018-11-01;non;non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/ploermel-56165/agenda/vepres-puis-procession-au-cimetiere_6310384;;;Français;fr_FR;;;;
6310387;Cérémonie, commémoration;38;56/Ploërmel;Paroisse de Ploermel;Institution religieuse;351319;V;Pratique;Réunions formations cérémonies;Cérémonie, commémoration, religions;Célébration;107;Confession;Mercredi 31 octobre, 9h30 à 12h, église Saint-Armel, Ploërmel.;;;Ploërmel;56;56165;56800;47.93165, -2.39845;2019-01-22;2018-10-31;;;;;2018-10-31;2018-10-31;non;non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/ploermel-56165/agenda/confession_6310387;;;Français;fr_FR;;;;
6030930;Religion;50;56/Campénéac;Paroisse de Ploermel;Institution religieuse;351319;V;Pratique;Réunions formations cérémonies;Cérémonie, commémoration, religions;Messe;108;Messe;;Messe de Pâques.;Dimanche 1er avril, 9h30, église de Campénéac, Campénéac.;Campénéac;56;56032;56800;47.95701, -2.29268;2019-01-22;2018-04-01;;;;;2018-04-01;2018-04-01;non;non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/campeneac-56032/agenda/messe_6030930;;;;;;;;
6030934;Religion;50;56/Ploërmel;Paroisse de Ploermel;Institution religieuse;351319;V;Pratique;Réunions formations cérémonies;Cérémonie, commémoration, religions;Messe;108;Messe;;Messe de Pâques.;Dimanche 1er avril, 11h, église Saint-Armel, Ploërmel.;Ploërmel;56;56165;56800;47.93165, -2.39845;2019-01-22;2018-04-01;;;;;2018-04-01;2018-04-01;non;non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/ploermel-56165/agenda/messe_6030934;;;;;;;;
6030932;Religion;50;56/Taupont;Paroisse de Ploermel;Institution religieuse;351319;V;Pratique;Réunions formations cérémonies;Cérémonie, commémoration, religions;Messe;108;Messe;;Messe de Pâques.;Dimanche 1er avril, 11h, église de Taupont, Taupont.;Taupont;56;56249;56800;47.95716, -2.43709;2019-01-22;2018-04-01;;;;;2018-04-01;2018-04-01;non;non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/taupont-56249/agenda/messe_6030932;;;;;;;;
6030928;Religion;50;56/Loyat;Paroisse de Ploermel;Institution religieuse;351319;V;Pratique;Réunions formations cérémonies;Cérémonie, commémoration, religions;Messe;108;Messe;;Messe de Pâques.;Dimanche 1er avril, 9h30, église de Loyat, Loyat.;Loyat;56;56122;56800;47.98954, -2.38182;2019-01-22;2018-04-01;;;;;2018-04-01;2018-04-01;non;non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/loyat-56122/agenda/messe_6030928;;;;;;;;
6266262;Religion;50;22/Plouguenast-Langast;AD Paroisse;Institution religieuse;185082;V;Pratique;Réunions formations cérémonies;Cérémonie, commémoration, religions;Vie paroissiale;273;Messe de rentrée de la catéchèse;;Avec tous les enfants, leurs parents et la communauté paroissiale. Messe avec remise de la croix à ceux qui ne l’ont pas reçue. Les enfants donnent des mercis aux compagnons de prière, ces derniers proposant de prier pour un autre enfant. Animation spéciale pour les 2-10 ans.;Dimanche 30 septembre, 10h30, à l’église Saint-Pierre et Saint-Paul, Plouguenast.;Plouguenast-Langast;22;22219;22150;48.28044, -2.700672;2019-01-22;2018-09-30;;;;;2018-09-30;2018-09-30;non;non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/plouguenast-langast-22219/agenda/messe-de-rentree-de-la-catechese_6266262;;;Français;fr_FR;;;;
6222107;Horaire piscine, bibliothèque;16;79/Thouars;communauté de communes du Thouarsais;Administration, service public, parapublic;352749;V;Pratique;Loisirs et sports;Horaires piscine, bibliothèque ...;Piscine;201;Fermeture des piscines communautaires;;Les Bassins du Thouet et la piscine de St Varent fermeront pour un grand nettoyage lundi 3, à partir de 12 h. La rouverture des deux équipements aura lieu mardi 4 septembre, selon les horaires d'hiver. La vidange du bassin d'activités des Bassins du Thouet se fera du 3 au 7 septembre.;Lundi 3 septembre, 12h, Thouars. Contact : http://bassins-du-thouet.fr;Thouars;79;79329;79100;46.98157, -0.21527;2019-01-22;2018-09-03;;;;;2018-09-03;2018-09-03;non;non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/thouars-79329/agenda/fermeture-des-piscines-communautaires_6222107;;;Français;fr_FR;;;;
6195473;Ordure, déchet;13;79/Thouars;communauté de communes du Thouarsais;Administration, service public, parapublic;352749;V;Pratique;Vie quotidienne;Collecte ordures, déchèterie, balayage;Collecte (cartons et journaux, ordures, ferraille, verre…);188;Collecte des déchets;;En raison du 15 août, la collecte des caissettes de tri aura lieu le 17 au lieu du 16, pour les communes de St-Jacques de Thouars, St-Jean de Thouars, Missé, Mauzé-Thouarsais, St-Varent, Louzy et Ste-Verge. La collecte des ordures ménagères sera aussi décalée d'une journée à partir du mercredi.;Mercredi 15 août, Thouars.;Thouars;79;79329;79100;46.97615, -0.216803;2019-01-22;2018-08-15;;;;;2018-08-15;2018-08-15;non;non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/thouars-79329/agenda/collecte-des-dechets_6195473;;;Français;fr_FR;;;;
6061369;Jeux, concours;29;49/Les Hauts-d'Anjou;Comité des fêtes;Association;352145;V;Loisir;Loisirs et sports;Jeux, concours, rallye;Loto;129;Loto;;Ouverture des portes à 18 h 30, animé par Manu et organisé par l'Amical et le comité des fêtes de Soeurdres. Bon d'achat de 600 €, 250 €, 150 €, Joker et de très nombreux autres lots. 2 € la carte, 20 € les 12. Buvette et restauration sur place.;Vendredi 27 avril, 20h30, L'entrepôt, Châteauneuf-sur-Sarthe.;Les Hauts-d'Anjou;49;49065;49330;47.68219, -0.48519;2019-01-22;2018-04-27;;;;;2018-04-27;2018-04-27;non;non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/les-hauts-danjou-49065/agenda/loto_6061369;;;Français;fr_FR;;;;
6127090;Religion;50;22/Plouguenast-Langast;AD Paroisse;Institution religieuse;185082;V;Pratique;Réunions formations cérémonies;Cérémonie, commémoration, religions;Vie paroissiale;273;Rencontre des enfants en 1re, 2e et 3e années de catéchèse;;Elle aura lieu à la date indiquée ci-dessous ou samedi 9 juin, de 9 h 30 à 11 h 30.;Mercredi 6 juin, 10h à 12h, à la salle du Père-Henry, Plouguenast.;Plouguenast-Langast;22;22219;22150;48.28044, -2.700672;2019-01-22;2018-06-06;;;;;2018-06-06;2018-06-06;non;non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/plouguenast-langast-22219/agenda/rencontre-des-enfants-en-1re-2e-et-3e-annees-de-catechese_6127090;;;Français;fr_FR;;;;
6152464;Religion;50;22/Plouguenast-Langast;AD Paroisse;Institution religieuse;185082;V;Pratique;Réunions formations cérémonies;Cérémonie, commémoration, religions;Vie paroissiale;273;Soirée de préparation des familles au baptême;Mardi 26 juin, 20h30, à la maison paroissiale, Plouguenast.;;;Plouguenast-Langast;22;22219;22150;48.28044, -2.700672;2019-01-22;2018-06-26;;;;;2018-06-26;2018-06-26;non;non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/plouguenast-langast-22219/agenda/soiree-de-preparation-des-familles-au-bapteme_6152464;;;Français;fr_FR;;;;
6092064;Religion;50;22/Plouguenast-Langast;AD Paroisse;Institution religieuse;185082;V;Pratique;Réunions formations cérémonies;Cérémonie, commémoration, religions;Vie paroissiale;273;Temps de prières du mois de Marie;Dimanche 27 mai, 16h, à la chapelle Saint-Barthélémy, Plouguenast.;;;Plouguenast-Langast;22;22219;22150;48.28044, -2.700672;2019-01-22;2018-05-27;;;;;2018-05-27;2018-05-27;non;non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/plouguenast-langast-22219/agenda/temps-de-prieres-du-mois-de-marie_6092064;;;Français;fr_FR;;;;
