Numéro;Libellé;Description;Quartier;Réalisé;Année_Budget;Lien_page_projet;Photo;Latitude;Longitude;Geolocalisé;Geo
1-560;"Croque-Rennes
Square de Sétubal";Création de boîtes à livres ludiques dans les parcs, sur les places et à côté des association de quartier. 24 boîtes à livres sont proposés sur le territoire rennais, pour que tout le monde puisse déposer et prendre un ou plusieurs livres qu'il a envie de lire, puis peut les remettre pour que d'autres personnes en profitent à leur tour.;;Réalisé;Budget participatif #1 (2016);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2016/collect/collecte-des-propositions-1/proposals/croque-rennes;https://fabriquecitoyenne.rennes.fr/media/default/0001/01/e19749103030b453c7c5fc67ce7a4f7c6af7642a.jpeg;48.084;-1.667326;O;48.084,-1.667326
1-604;"Dessiner des marelles et des jeux sur les trottoirs et places de la ville
30 rue Charles Géniaux";Création de 24 marelles, soit deux par quartier, pour permettre aux enfants de jouer dehors dans tout endroit.;;Réalisé;Budget participatif #1 (2016);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2016/collect/collecte-des-propositions-1/proposals/dessiner-des-marelles-et-des-jeux-sur-les-trottoirs-et-places-de-la-ville;https://fabriquecitoyenne.rennes.fr/media/default/0001/02/2915db06294037fc724500ba2e1ea79349ccf694.jpeg;48.110915;-1.711826;O;48.110915,-1.711826
1-718;Aménager une piste piéton/cycle sur la partie Ouest du Canal, côté Bd Maréchal de Lattre de Tassigny;Comme sur la rive Est du Canal /Ille (Bd de Chezy), la proposition consiste en la création d'une piste piéton/cycle sur la partie Ouest, côté Bd Maréchal de Lattre de Tassigny, pour en faire un lieu de circulations douces, réhabilitant l'accès aux berges sur cet espace.;3 - Bourg l'Evesque - La Touche - Moulin du Comte;Réalisé;Budget participatif #1 (2016);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2016/collect/collecte-des-propositions-1/proposals/amenager-une-piste-pieton-cycle-sur-la-partie-ouest-du-canal-cote-bd-marechal-de-lattre-de-tassigny;https://fabriquecitoyenne.rennes.fr/media/default/0001/01/18e1b23f329d5f2f9669dea0b45864de45a477b2.jpeg;48.114848;-1.687449;O;48.114848,-1.687449
2-542;Un poulailler collectif dans une forêt nourricière au parc du Landry;Cette proposition consiste à créer un poulailler à usage collectif dans le parc du Landry.;7 - Francisco Ferrer - Landry - Poterie;Réalisé;Budget participatif #2 (2017);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2/collect/depot-des-projets-1/proposals/plantation-et-gestion-d-une-foret-nourriciere-pour-les-rennais;;48.097466;-1.644575;O;48.097466,-1.644575
2-595;Une piste cyclable le long du boulevard de Verdun;Le projet consiste à aménager une piste/bande cyclable en rive est, entre la rue  de Brest et la rue Legraverend.;4 - Saint Martin;Réalisé;Budget participatif #2 (2017);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2/collect/depot-des-projets-1/proposals/une-piste-cyclable-le-long-du-boulevard-de-verdun-1;;48.118777;-1.688833;O;48.118777,-1.688833
2-399;Des poules pour réduire nos déchets;Avec le support de l'association, il s'agit d'installer un poulailler collectif à proximité des composts collectifs sur le  square Malestroit.;1 - Centre;Réalisé;Budget participatif #2 (2017);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2/collect/depot-des-projets-1/proposals/des-poules-pour-reduire-nos-dechets;;48.118706;-1.683483;O;48.118706,-1.683483
2-468;Espace détente ruelle aux Chapeliers;Sous réserve de l'implication d'usagers ou de structures de quartiers, la proposition reprend  les idées d'un jardin partagé, d'une boîte à livres et d'un équipement partiel en mobilier de la ruelle aux Chapeliers.;1 - Centre;Réalisé;Budget participatif #2 (2017);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2/collect/depot-des-projets-1/proposals/un-potager-dans-la-ville;;48.117481;-1.681722;O;48.117481,-1.681722
2-476;STOP aux déjections canines sous les chaussures;Le projet consiste ici à développer une meilleure signalétique concernant les déjections canines, et les lieux de distribution de sacs.;;Réalisé;Budget participatif #2 (2017);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2/collect/depot-des-projets-1/proposals/les-crottes-c-est-sale-ca-pue-et-c-est-moche;;48.108409;-1.690359;O;48.108409,-1.690359
2-476;STOP aux déjections canines sous les chaussures;Le projet consiste ici à développer une meilleure signalétique concernant les déjections canines, et les lieux de distribution de sacs.;;Réalisé;Budget participatif #2 (2017);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2/collect/depot-des-projets-1/proposals/les-crottes-c-est-sale-ca-pue-et-c-est-moche;;48.097876;-1.65708;O;48.097876,-1.65708
2-500;Investir dans du matériel de cinéma plein air;Ce projet vise l'acquisition d'un projecteur de cinéma, d'un écran et de l'équipement de sonorisation pour réaliser du cinéma plein-air.;;Réalisé;Budget participatif #2 (2017);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2/collect/depot-des-projets-1/proposals/investir-dans-du-materiel-de-cinema-plein-air-1;;48.122577;-1.706746;O;48.122577,-1.706746
2-566;Rénover la Ferme des Gallets pour y accueillir un café associatif;Le projet envisage la rénovation de la ferme des Gallets pour y installer un café et un espace-restauration associatif pour les usagers du quartier, sous réserve d'une gestion associative.;6 - Jeanne d'Arc - Longs Champs -  Beaulieu;A l'étude;Budget participatif #2 (2017);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2/collect/depot-des-projets-1/proposals/rehabilisation-de-la-ferme-des-gallets-pour-y-accueillir-un-cafe-associatif;;48.126271;-1.641075;O;48.126271,-1.641075
2-232;Aménagement cyclable sur la rue St Hélier;;2 - Thabor - Saint-Hélier - Alphonse Guérin;Réalisé;Budget participatif #2 (2017);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2/collect/depot-des-projets-1/proposals/amenagement-cyclable-sur-la-rue-st-helier;https://fabriquecitoyenne.rennes.fr/media/default/0001/02/f0ffe0e78cf658e334fe56c83dc747eb562856c2.jpeg;48.107967;-1.672563;O;48.107967,-1.672563
2-644;Un mur des langues pour valoriser la diversité rennaise;Il s'agit de la création d'un espace pour mettre en valeur les langues parlées à Rennes par ses habitants.;;Non réalisable;Budget participatif #2 (2017);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2/collect/depot-des-projets-1/proposals/un-mur-des-langues-pour-valoriser-la-diversite-rennaise;;;;N;
2-301;Créer un outilthèque pour favoriser le bricolage;Ce projet consiste à mettre à disposition des Rennais, une boite à outils pour réaliser des petits bricolages, sous réserve d'une structure pour en assurer la gestion, le prêt aux usagers…;;Réalisé;Budget participatif #2 (2017);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2/collect/depot-des-projets-1/proposals/creer-un-outiltheque-pour-favoriser-le-bricolage;;48.106751;-1.696011;O;48.106751,-1.696011
3-7;Construction d'une tribune couverte Plaine de Jeux de Bréquigny;"De ce fait, et depuis plusieurs années, nous demandons à la ville de Rennes de réaliser des travaux pour la construction d'une tribune, en concertation avec les acteurs sportifs et locaux.
Nous sommes à ce jour, le seul club, à équivalence de taille et/ou de niveau avec nos homologues, à ne pas avoir d'équipement de la sorte.

Enfin, la réalisation de cette tribune couverte pourrait être en parallèle de notre activité sur la plaine, un site sportif réfléchi pour de l’événementiel, accessible aux autres associations rennaises.

Le montant de ce projet, selon des études déjà réalisées, ne dépassera pas la somme maximum allouée au programme de ""La fabrique citoyenne"".

Une subvention pourra être obtenue via le dispositif du fonds d'aide au football amateur (FAFA), géré par la Ligue de Football Amateur (LFA).";12 - Bréquigny;En cours;Budget participatif #3 (2018);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-3/collect/depot-des-projets-2/proposals/construction-d-une-tribune-couverte-plaine-de-jeux-de-brequigny;;48.087391;-1.690046;O;48.087391,-1.690046
3-184;Amélioration de l'accès entre le canal Saint Martin et l'avenue Gros Malhon;"Relier le Canal Saint Martin à l'Avenue Gros Malhon entre le cimetière Nord et le terrain des gens du voyage en entretenant un accès déjà existant mais impraticable: en effet, la végétation a pris le dessus et ferme le passage.
De plus, il existe un terrain (avec électricité), actuellement terrain vague, qu'il serait intéressant d'aménager en square par exemple ou tout simplement de nettoyer (voir photo de carcasse de voiture brûlée)";4 - Saint Martin;A l'étude;Budget participatif #3 (2018);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-3/collect/depot-des-projets-2/proposals/amelioration-de-l-acces-entre-le-canal-saint-martin-et-l-avenue-gros-malhon;;48.128505;-1.664823;O;48.128505,-1.664823
3-353;Aménager une passerelle au-dessus du bras mort de la vilaine après la base nautique plaine de Baud;Cette passerelle permettrait de réaliser un parcours de promenade, vélo ou course à pied d'environ 6 km autour du bassin de la plaine de Baud.;2 - Thabor - Saint-Hélier - Alphonse Guérin;A l'étude;Budget participatif #3 (2018);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-3/collect/depot-des-projets-2/proposals/amenager-une-passerelle-au-dessus-du-bras-mort-de-la-vilaine-apres-la-base-nautique-plaine-de-baud-1;;48.111636;-1.634789;O;48.111636,-1.634789
3-432;"GAEC du canal saint Martin  ""D'un jardin à l'autre : une histoire à préserver et à développer!""";"Acte 1 - Une dizaine de personnes, accompagnées d'une cinquantaine d'ami-e-s ont décidé de garder la mémoire des jardins ouvriers des prairies Saint Martin. Avant d'être transformé en «Parc Naturel Urbain», l'ensemble de cet espace était cultivé par des familles ouvrières. Cet espace vivrier va être totalement transformé, il ne va plus y avoir aucune trace de cette histoire. Nous ne sommes pas des nostalgiques. Nous savons qu'une ville doit évoluer et se reconstruire sur elle-même mais nous savons aussi qu'une ville se distingue d'une autre par l'ensemble de son patrimoine. Certaines bâtisses sont gardées au titre du patrimoine bâti. Nous estimons qu'un jardin peut être gardé à ce même titre autant par la nature cultivée que par la dynamique sociale qu’il porte et nous proposions de conserver le jardin dénommé GAEC des Berges de l'Ille, situé au 84 canal saint Martin. Depuis très longtemps cet espace était un jardin et depuis plus de 30 ans, il est cultivé collectivement. Cet espace était «partagé» avant que le terme devienne d'actualité. Ce jardin n'est pas qu'une surface de 370 m2, c'est aussi une histoire comme celle des autres jardins des prairies. Nous ne nous résolvions pas à ce qu'un trait soit tiré (au bulldozer) sur cet espace. Mais la Ville a estimé que ce n'était pas possible de le préserver ? Il se trouvait au mauvais endroit et était, semble-t-il, pollué...

Acte 2 - Le collectif décide, le 30 août 2017, de se constituer en association dénommée «GAEC du canal saint Martin» pour défendre collectivement cet espace. L'association se développe et va compter une cinquantaine d'adhérents dont une dizaine de jardiniers réguliers. Finalement, la Ville, dans une dynamique positive, vient de proposer un espace de 1000 voire 1500 m2, le long du canal, 150 mètres plus loin (106 canal saint Martin ?). Le collectif adopte cette attitude constructive et s'inscrit dans cette transition, ce transfert progressif, d'un jardin à l'autre en proposant un projet global pour le nouveau site.

Acte 3 L'association se donne pour finalités de:
Assurer une transition jardinière heureuse entre ces 2 espaces par la préservation des plantes sauvages comestibles et médicinales, des arbustes, des plantes perpétuelles, fleurs vivaces, condiments et leur transfert progressif dans le nouvel espace.
Piloter des actions pour valoriser la mémoire des lieux, mémoire ouvrière et vie sociale, mémoire immatérielle gardée par les anciens habitants du site des prairies. Nous voulons maintenir les contacts avec les gens du quartier, avec celles et ceux qui ont fait l'histoire des prairies. C'est ce qui fait la singularité, la spécificité du projet de ce jardin partagé mais aussi mémoriel.
Améliorer l'activité vivrière du jardin: produire tout au long de l'année et à titre gratuit des fruits, légumes, fleurs, condiments, le tout en mode de culture biologique. Rechercher les légumes anciens et originaux, les plantes perpétuelles et vivaces. Réinstallation d'une vigne des prairies et d'une pépinière. Installation d'un rucher (2 ruches). L'activité vivrière va de pair avec la convivialité: moments de détente, de discussions de ce qui va être planté, semé, arrosé, récolté, partagé. Des «retrouvailles» périodiques, des permanences sont organisées pour la bonne marche de cet espace.
Préserver les graines et variétés anciennes adaptées aux conditions locales, installation d'une grainothèque.
Expérimenter de nouvelles pratiques jardinières.
Échanger avec les autres jardins et associations, tels que Vert le Jardin 35, le jardin d'Armorique, le jardin Simone de Beauvoir mais aussi les étudiants présents sur le site.
Développer des actions pédagogiques en direction du public, des écoles et de la maison de retraite par la mise en place de carrés potagers surélevés, de panneaux informatifs. En cours d'année, propositions d'ateliers divers (confitures, baume, bouturages, récolte de miel, semis …) mais aussi apprendre le bien manger, le réveil du goût, la diversification des pratiques alimentaires et culinaires. Développer aussi la connaissance de la faune, des abeilles, des plantes sauvages comestibles. Des permanences pour le public seront assurées principalement par les jardiniers adhérents.
Insérer ce nouveau jardin collectif dans la trame verte de la Ville et dans la réflexion sur l'autonomie alimentaire, car la trame verte non seulement se préserve mais elle se cultive et se partage.";4 - Saint Martin;Réalisé;Budget participatif #3 (2018);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-3/collect/depot-des-projets-2/proposals/gaec-du-canal-saint-martin-d-un-jardin-a-l-autre-une-histoire-a-preserver-et-a-developper;;48.124394;-1.671806;O;48.124394,-1.671806
3-454;Liaison Coulée verte Gayeulles et Foret de Rennes;"Création d'un cheminement mixte piétons vélos reliant la coulée verte au parc des Gayeulles et le GR37 menant à la foret de Rennes.
Un projet avait déjà été déposé précédemment, mais n'a été que partiellement réalisé (en violet sur la photo). A la fin de la coulée verte , actuellement on doit traverser des lotissements et l'avenue Patton (tracé jaune sur la photo) pour rejoindre le parc des Gayeulles et le GR37 qui mène à la forêt (en bleu).
Le projet (tracé rouge) consiste à prolonger ce qui a déjà été fait cet été (tracé violet), traverser l'avenue Patton via une passerelle piéton/vélos et/ou feux de circulation à la demande. Les terrains d'emprise sont a priori disponibles.";5 - Maurepas - Bellangerais;Réalisé;Budget participatif #3 (2018);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-3/collect/depot-des-projets-2/proposals/liaison-coulee-verte-gayeulles-et-foret-de-rennes;;48.141158;-1.673079;O;48.141158,-1.673079
3-497;La boite à dons (Givebox);"Cette boite, ou box pourra recevoir les objets non utilisés, mais en bon état, que ce soit habillement, livres, petit électroménager, décoration ou autre des habitants du quartier à destination de ceux qui en auraient l'usage.

Il devra permettre de mettre les objets au sec tout en les laissant en libre accès et devra donc contenir de nombreux aménagements de stockage.";8 - Sud gare;Non réalisable;Budget participatif #3 (2018);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-3/collect/depot-des-projets-2/proposals/la-boite-a-dons-givebox;;;;N;
3-551;Rénovation du square Paul-Langevin;"Aujourd'hui à l'abandon, et pourtant à proximité immédiate de 4 écoles et d'une maison de quartier, ce square mérite sa rénovation ! Nous proposons donc de réinvestir un des seuls espaces verts du quartier, et de créer un nouveau lieu de convivialité dans le quartier pour petits et grands.

On imagine un square avec :
- des jeux modernes pour les enfants, avec une structure pour les petits (de 1 à 3 ans) et une pour les 4-10 ans, et pourquoi pas une piste à trottinettes, draisiennes...
- un lieu de rassemblement pour les familles (pique-nique...), une boite à livres...
- à l’extérieur, une aire de déjection canine pour éviter les désagréments actuels
- des espaces paysagers embellis pour que tout le monde puisse en profiter.

Pour la tranquillité de tous, nous proposons aussi que le square soit fermé le soir.";7 - Francisco Ferrer - Landry - Poterie;Réalisé;Budget participatif #3 (2018);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-3/collect/depot-des-projets-2/proposals/proposition-sans-titre-10;;48.097029;-1.657609;O;48.097029,-1.657609
7-134;La longère de l'enfance;Il s’agit de trouver un nouveau lieu d’accueil pour les enfants en complément de la Maison du Parc saturée.;10 - Villejean - Beauregard;A l'étude;Budget participatif #4 (2019);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-4-2/collect/depot-des-projets-3/proposals/la-longere-de-lenfance;;48.1316;-1.70388;O;48.1316,-1.70388
7-144;Votre Arbre Hanché (art branché) à Cleunay;Création d’une sculpture belle, colorée, végétale permettant de s’abriter en attendant l’ouverture du collège et de charger son mobile grâce à des panneaux solaires.;9 - Cleunay - Arsenal - Redon;A l'étude;Budget participatif #4 (2019);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-4-2/collect/depot-des-projets-3/proposals/votre-arbre-hanche-art-branche-a-cleunay;;48.0991;-1.70856;O;48.0991,-1.70856
7-256;Préserver la biodiversité ordinaire de nos quartiers;Aménager des passages à micro-faunes pour créer des connexions biologiques et des gîtes à hérisson pour promouvoir la biodiversité.;9 - Cleunay - Arsenal - Redon;A l'étude;Budget participatif #4 (2019);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-4-2/collect/depot-des-projets-3/proposals/preserver-la-biodiversite-ordinaire-de-nos-quartiers;;;;N;
7-290;UN TOIT POUR LES MARTINETS ET LES CHAUVES-SOURIS;Le projet prévoit la pose de nichoirs artificiels sur les bâtiments municipaux à destination des martinets ainsi que la pose de gîtes pour les chauves-souris.;Projet à l'échelle de la Ville;Réalisé;Budget participatif #4 (2019);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-4-2/collect/depot-des-projets-3/proposals/un-toit-pour-les-martinets-et-les-chauves-souris;;48.0988747;-1.6848211;O;48.0988747,-1.6848211
7-445;Végétalisons les terres pleins centraux;Faire pousser des fleurs et des arbustes pour faire revivre les terres pleins centraux.;Projet à l'échelle de la Ville;En cours;Budget participatif #4 (2019);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-4-2/collect/depot-des-projets-3/proposals/vegetalisons-les-terres-pleins-centraux;;48.111831;-1.687984;O;48.111831,-1.687984
7-516;Des stationnements à vélo pluriels partout dans la ville ! :-);Installation de parkings à vélos clos en ville pour se déplacer et s’arrêter sans craindre le vol.;Projet à l'échelle de la Ville;A l'étude;Budget participatif #4 (2019);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-4-2/collect/depot-des-projets-3/proposals/proposition-sans-titre-31;;;;N;
7-518;Fontaines à eau;Il s’agit d'installer, sur l’ensemble de la ville, des fontaines à boire extérieures raccordées au réseau d’eau potable.;Projet à l'échelle de la Ville;A l'étude;Budget participatif #4 (2019);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-4-2/collect/depot-des-projets-3/proposals/proposition-sans-titre-38;;;;N;
1-91;un espace de basket social;Après l'aménagement du city stade l'année dernière, cet espace s'est enrichi d'équipements de pique-nique, de jeux pour les enfants, d'une structure parkours.;11 - Le Blosne;Réalisé;Budget participatif #1 (2016);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2016/collect/collecte-des-propositions-1/proposals/un-espace-de-basket-social;https://fabriquecitoyenne.rennes.fr/media/default/0001/02/5958d4f39792fbacbdf7849a930633eb4e8f1415.jpeg;48.087591;-1.670601;O;48.087591,-1.670601
1-116;"des pompes à vélo électriques à disposition de tous
Mail François Mitterrand";Installation de pompes à vélo et petits outils aux abords de centres commerciaux.;;Réalisé;Budget participatif #1 (2016);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2016/collect/collecte-des-propositions-1/proposals/des-pompes-a-velo-electriques-a-disposition-de-tous;https://fabriquecitoyenne.rennes.fr/media/default/0001/02/32dcb0a50e396fabc2fd1fcde4560d0331221342.jpeg;48.110326;-1.686642;O;48.110326,-1.686642
1-168;Boîtes à livres;"Création de boîtes à livres dans les parcs, sur les places et à proximité d'associations de quartiers. Ce projet a été fusionné avec les ""Croque-Rennes""";;Réalisé;Budget participatif #1 (2016);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2016/collect/collecte-des-propositions-1/proposals/boites-a-livres;https://fabriquecitoyenne.rennes.fr//media/default/0001/01/aa05f957adb153fd7a89a88dd74d72db266037d9.jpeg;48.124462;-1.639684;O;48.124462,-1.639684
1-188;Transats publics;Installation de cinq transats sur le quai Saint-Cyr.;3 - Bourg l'Evesque - La Touche - Moulin du Comte;Réalisé;Budget participatif #1 (2016);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2016/collect/collecte-des-propositions-1/proposals/installation-de-transats-publics;https://fabriquecitoyenne.rennes.fr/media/default/0001/02/972368b3757f5b2512531d4b0a7992b2c9d158ab.jpeg;48.10883;-1.688998;O;48.10883,-1.688998
1-330;"Création de bibliothèques de rues
Square de la Rance";;;Réalisé;Budget participatif #1 (2016);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2016/collect/collecte-des-propositions-1/proposals/creation-de-bibliotheques-de-rues;https://fabriquecitoyenne.rennes.fr/media/default/0001/02/65adbf6e12d52c8f6bc2aca6e6f1cea5c95e313c.jpeg;48.118406;-1.680947;O;48.118406,-1.680947
1-338;Guinguette;Aménagement de l'espace public le long du canal d'Ille et Rance pour danser, écouter de la musique…;1 - Centre;Réalisé;Budget participatif #1 (2016);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2016/collect/collecte-des-propositions-1/proposals/guinguette;;;;N;
1-362;Pose de cendriers de rue;Mise en place de cendriers de rue.;1 - Centre;Réalisé;Budget participatif #1 (2016);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2016/collect/collecte-des-propositions-1/proposals/pose-de-cendriers-de-rue;https://fabriquecitoyenne.rennes.fr/media/default/0001/02/9a71c3eab595356bd9ec2ec356c9669093c020d7.jpeg;48.117756;-1.677143;O;48.117756,-1.677143
1-384;"Embellir la richesse de notre patrimoine ""vert""";Création d'un chemin piétonnier entre la coulée verte et le parc des Gayeulles;5 - Maurepas - Bellangerais;Réalisé;Budget participatif #1 (2016);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2016/collect/collecte-des-propositions-1/proposals/embellir-la-richesse-de-notre-patrimoine-vert;;48.141496;-1.656818;O;48.141496,-1.656818
1-560;"Croque-Rennes
Parc du Thabor";Création de boîtes à livres ludiques dans les parcs, sur les places et à côté des association de quartier. 24 boîtes à livres sont proposés sur le territoire rennais, pour que tout le monde puisse déposer et prendre un ou plusieurs livres qu'il a envie de lire, puis peut les remettre pour que d'autres personnes en profitent à leur tour.;;Réalisé;Budget participatif #1 (2016);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2016/collect/collecte-des-propositions-1/proposals/croque-rennes;https://fabriquecitoyenne.rennes.fr/media/default/0001/01/1293bee63ded3bbaff47f8448c1cb3498c363cd2.jpeg;48.113963;-1.670002;O;48.113963,-1.670002
1-560;"Croque-Rennes
Parc de Bréquigny";Création de boîtes à livres ludiques dans les parcs, sur les places et à côté des association de quartier. 24 boîtes à livres sont proposés sur le territoire rennais, pour que tout le monde puisse déposer et prendre un ou plusieurs livres qu'il a envie de lire, puis peut les remettre pour que d'autres personnes en profitent à leur tour.;;Réalisé;Budget participatif #1 (2016);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2016/collect/collecte-des-propositions-1/proposals/croque-rennes;https://fabriquecitoyenne.rennes.fr/media/default/0001/01/6e37abf837410e5b61094a4fb46a029cd0e56a99.jpeg;48.082792;-1.688064;O;48.082792,-1.688064
1-604;"Dessiner des marelles et des jeux sur les trottoirs et places de la ville
ruelle aux chapeliers";Création de 24 marelles, soit deux par quartier, pour permettre aux enfants de jouer dehors dans tout endroit.;;Réalisé;Budget participatif #1 (2016);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2016/collect/collecte-des-propositions-1/proposals/dessiner-des-marelles-et-des-jeux-sur-les-trottoirs-et-places-de-la-ville;https://fabriquecitoyenne.rennes.fr/media/default/0001/02/2915db06294037fc724500ba2e1ea79349ccf694.jpeg;48.116358;-1.681554;O;48.116358,-1.681554
1-604;"Dessiner des marelles et des jeux sur les trottoirs et places de la ville
Jardin de la Corbinière";Création de 24 marelles, soit deux par quartier, pour permettre aux enfants de jouer dehors dans tout endroit.;;Réalisé;Budget participatif #1 (2016);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2016/collect/collecte-des-propositions-1/proposals/dessiner-des-marelles-et-des-jeux-sur-les-trottoirs-et-places-de-la-ville;https://fabriquecitoyenne.rennes.fr/media/default/0001/02/2915db06294037fc724500ba2e1ea79349ccf694.jpeg;48.100649;-1.708155;O;48.100649,-1.708155
1-649;Nouvelle piste cyclable devant le collège Échange;Création d'une piste cyclable rue d'Échange.;1 - Centre;Réalisé;Budget participatif #1 (2016);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2016/collect/collecte-des-propositions-1/proposals/nouvelle-piste-cyclable-devant-le-college-echange;https://fabriquecitoyenne.rennes.fr/media/default/0001/01/6a3bb4cbf9a29221fb945fecab2cf84e4f85eee9.jpeg;48.1151688;-1.683961;O;48.1151688,-1.683961
1-818;Chemins pour fauteuils roulants et poussettes dans les parcs et jardins publics de Rennes;Chemins pour fauteuils roulants et poussettes dans les parcs et jardins publics de Rennes. Le projet est de réaliser des chemins accessibles aux fauteuils roulants et poussettes dans les parcs de la Ville. La proposition est d'aménager une bande de 2 mètres de large sur environ 500 mètres par un revêtement circulable par tous les temps. Une première expérimentation est réalisée Square Antoine Jagu.;;Réalisé;Budget participatif #1 (2016);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2016/collect/collecte-des-propositions-1/proposals/chemins-pour-fauteuils-roulants-et-poussettes-dans-les-parcs-et-jardins-publics-de-rennes;;48.118648;-1.684689;O;48.118648,-1.684689
1-916;Les boites de rue;"Portées par les compagnies rennaises le Syndrome à Bascule et Les Emplumées, le projet consiste en sept boîtes de tailles variables, disposées dans des lieux publics. Les passants sont invités à y entrer par deux, pendant une durée de 5 minutes environ.
A l’intérieur de chacune d’elles, un comédien offre une expérience spécifique";;Réalisé;Budget participatif #1 (2016);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2016/collect/collecte-des-propositions-1/proposals/les-boites-de-rue;;48.1049596;-1.675984;O;48.1049596,-1.675984
2-384;Un espace en plein air dédié à l’image projetée;Il s'agit de la réalisation d'un espace sur le quartier du Blosne pour permettre des séances de cinéma en plein air. Le lieu est à déterminer en fonction des évolutions urbaines du quartier.;11 - Le Blosne;A l'étude;Budget participatif #2 (2017);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2/collect/depot-des-projets-1/proposals/un-espace-en-plein-air-dedie-a-l-image-projetee;;;;O;
2-398;Cabane à dons à l'entrée du parc Bréquigny;Il s'agit de la création d'un espace où les habitants pourront déposer des objets pour que d'autres habitants puissent s'en servir. Cet espace sera géré par l'association PtitSelBréquigny.;12 - Bréquigny;Réalisé;Budget participatif #2 (2017);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2/collect/depot-des-projets-1/proposals/cabane-a-dons-a-l-entree-du-parc-brequigny;;48.083695;-1.69173;O;48.083695,-1.69173
2-58;Les panneaux solaires photovoltaïques pour l'école Villeneuve;Le projet consiste à installer une centrale de production solaire sur le toit de l'école élémentaire Villeneuve.;8 - Sud gare;Réalisé;Budget participatif #2 (2017);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2/collect/depot-des-projets-1/proposals/les-panneaux-solaires-photovoltaiques-pour-l-ecole-villeneuve;;48.098909;-1.682694;O;48.098909,-1.682694
2-461;Des fauteuils roulants pour les douches des piscines rennaises;"Les piscines de Bréquigny, des Gayeulles sont équipées de deux ""fauteuils pour la douche"" pour personnes à mobilité réduite et la piscine de Villejean en dispose d'un. Le projet consiste à équiper de 2 fauteuils supplémentaires la piscine de Bréquigny.";;Réalisé;;;;48.1345458;-1.6506859999999506;O;48.1345458,-1.650686
2-461;Des fauteuils roulants pour les douches des piscines rennaises;"Les piscines de Bréquigny, des Gayeulles sont équipées de deux ""fauteuils pour la douche"" pour personnes à mobilité réduite et la piscine de Villejean en dispose d'un. Le projet consiste à équiper de 2 fauteuils supplémentaires la piscine de Bréquigny.";;Réalisé;;;;48.1122012;-1.6744936999999709;O;48.1122012,-1.6744937
2-476;STOP aux déjections canines sous les chaussures;Le projet consiste ici à développer une meilleure signalétique concernant les déjections canines, et les lieux de distribution de sacs.;;Réalisé;Budget participatif #2 (2017);https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2/collect/depot-des-projets-1/proposals/les-crottes-c-est-sale-ca-pue-et-c-est-moche;;48.113584;-1.68998;O;48.113584,-1.68998
