b_numero,b_libelle,b_description,b_realise,b_lien,b_photo,b_year,b_q_id,b_quartier,b_x,b_y
1-572,"table de pique -nique aménagés
Parc des Gayeulles",Installation de tables de pique-nique adaptées aux personnes à mobilité réduite parc de Maurepas et parc des Gayeulles.,Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2016/collect/collecte-des-propositions-1/proposals/table-de-pique-nique-amenages,https://fabriquecitoyenne.rennes.fr/media/default/0001/02/0c63ec87bd53149bc9bfeacd02f479ce5ef5c874.jpeg,2016,,,-183377.1537812135,6129276.262002016
1-604,"Dessiner des marelles et des jeux sur les trottoirs et places de la ville
rue du verger","Création de 24 marelles, soit deux par quartier, pour permettre aux enfants de jouer dehors dans tout endroit.",Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2016/collect/collecte-des-propositions-1/proposals/dessiner-des-marelles-et-des-jeux-sur-les-trottoirs-et-places-de-la-ville,https://fabriquecitoyenne.rennes.fr/media/default/0001/02/2915db06294037fc724500ba2e1ea79349ccf694.jpeg,2016,,,-185563.69121937497,6124637.192184824
1-604,"Dessiner des marelles et des jeux sur les trottoirs et places de la ville
13 rue de Redon","Création de 24 marelles, soit deux par quartier, pour permettre aux enfants de jouer dehors dans tout endroit.",Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2016/collect/collecte-des-propositions-1/proposals/dessiner-des-marelles-et-des-jeux-sur-les-trottoirs-et-places-de-la-ville,https://fabriquecitoyenne.rennes.fr/media/default/0001/02/2915db06294037fc724500ba2e1ea79349ccf694.jpeg,2016,,,-188103.55672131432,6124390.91547548
1-627,Aménagement d'un jardin partagé,"Un jardin partagé dénommé ""le jardin de l'amitié"" a été installé et équipé rue Vincent Auriol. (abords avec clôture, mise en place de bacs surélévés, outils, composteur, ...)",Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2016/collect/collecte-des-propositions-1/proposals/amenagement-d-un-jardin-partage,https://fabriquecitoyenne.rennes.fr/media/default/0001/01/3b86e665d28efb0a8dbeee09d9964dbe66852708.jpeg,2016,10.0,Villejean - Beauregard,-190050.75725427028,6126991.239881194
2-405,Colorer les jours de pluie,"La proposition consiste à appliquer au sol des peintures qui changent de couleur et d'aspect par temps pluvieux. Ce projet pourra se mettre en place avec l'appui d'usagers et d'associations sur un espace public fréquenté, tout en n'ayant que peu de contraintes en termes de circulation routière.",A l'étude,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2/collect/depot-des-projets-1/proposals/colorer-les-jours-pluie,,2017,,,,
2-54,"Une centrale solaire, énergie positive et pédagogique",Le projet consiste à installer une centrale de production d'énergie solaire sur le toit de l'école Albert de Mun.,Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2/collect/depot-des-projets-1/proposals/une-centrale-solaire-energie-positive-et-pedagogique,,2017,8.0,Sud gare,-185533.07835940685,6123735.623514439
2-648,Un lieu de rencontre et d'échanges par le biais de la cuisine,"Le projet consiste à aménager un lieu de rencontre sur le quartier de la Courrouze, de mobiliers de cuisine pour en faire un espace de rencontres et d'échanges",A l'étude,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2/collect/depot-des-projets-1/proposals/un-lieu-de-rencontre-et-d-echanges-par-le-biais-de-la-cuisine,,2017,9.0,Cleunay - Arsenal - Redon,-189650.11840690527,6123204.725411292
2-455,Création d'une forêt nourricière en ville,"Il s'agit par ce projet de compléter le jardin existant d'un espace de ""forêt nourricière"", toutefois une étude paysagère devra être menée en amont.",En cours,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2/collect/depot-des-projets-1/proposals/creation-d-une-foret-nourriciere-en-ville,,2017,5.0,Maurepas - Bellangerais,-186712.28572537997,6128442.135767087
2-461,Des fauteuils roulants pour les douches des piscines rennaises,"Les piscines de Bréquigny, des Gayeulles sont équipées de deux ""fauteuils pour la douche"" pour personnes à mobilité réduite et la piscine de Villejean en dispose d'un. Le projet consiste à équiper de 2 fauteuils supplémentaires la piscine de Bréquigny.",Réalisé,,,,,,-189731.83804509163,6127205.123180261
2-472,Une coulée verte au Landry,Le projet vise à rendre accessible un espace vert actuellement fermé. Cet espace arboré de plus de 7500 m2 est situé à l’arrière de l’école Châteaugiron-Landry. Cette coulée verte permettrait de créer de nouveaux cheminements cyclistes et piétons pour sécuriser les déplacements.,Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2/collect/depot-des-projets-1/proposals/une-coulee-verte-au-landry,,2017,7.0,Francisco Ferrer - Landry - Poterie,-183073.25157134788,6123085.0486864
2-476,STOP aux déjections canines sous les chaussures,"Le projet consiste ici à développer une meilleure signalétique concernant les déjections canines, et les lieux de distribution de sacs.",Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2/collect/depot-des-projets-1/proposals/les-crottes-c-est-sale-ca-pue-et-c-est-moche,,2017,,,-185477.4186140102,6124723.664945686
2-476,STOP aux déjections canines sous les chaussures,"Le projet consiste ici à développer une meilleure signalétique concernant les déjections canines, et les lieux de distribution de sacs.",Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2/collect/depot-des-projets-1/proposals/les-crottes-c-est-sale-ca-pue-et-c-est-moche,,2017,,,-188175.80307083917,6125777.679172905
2-476,STOP aux déjections canines sous les chaussures,"Le projet consiste ici à développer une meilleure signalétique concernant les déjections canines, et les lieux de distribution de sacs.",Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2/collect/depot-des-projets-1/proposals/les-crottes-c-est-sale-ca-pue-et-c-est-moche,,2017,,,-186645.16007243167,6125348.688737861
2-554,La 1ère champignonnière rennaise!,Il s'agit de créer les conditions pour l'accueil d'une production de champignons sur la Ville. Le localisation reste à déterminer.,Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2/collect/depot-des-projets-1/proposals/la-1ere-champignonniere-rennaise,,2017,,,-186721.85920158823,6126368.7641441
2-636,Mise en place d'une tour à Hirondelles,"Le projet prévoit l'implantation d'une tour pour l'accueil des hirondelles, le lieu reste à déterminer.",Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2/collect/depot-des-projets-1/proposals/mise-en-place-d-une-tour-a-hirondelles,,2017,2.0,Thabor - Saint-Hélier - Alphonse Guérin,-185561.7987880315,6125823.53056775
2-652,De l'art en 4x3 !,"Avec ce projet, l'ambition est de proposer 3 panneaux complémentaires à ceux déjà installés afin d'apporter une information sur les manifestations et donner plus de visibilité à l'offre artistique à Rennes.",Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2/collect/depot-des-projets-1/proposals/de-l-art-en-4x3,https://fabriquecitoyenne.rennes.fr/media/default/0001/01/6b8a4c70968ff7969d07c96b5cf776f8fdd687a4.jpeg,2017,,,-185160.71466270337,6125235.317473685
2-655,Révéler les Cartoucheries : couvrir pour mieux découvrir…,Il s'agit d'une proposition de réhabilitation des Cartoucheries pour développer un espace collectif sur le quartier.,A l'étude,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2/collect/depot-des-projets-1/proposals/reveler-les-cartoucheries-couvrir-pour-mieux-decouvrir,,2017,9.0,Cleunay - Arsenal - Redon,-189650.11840690527,6123204.725411292
2-308,Rampe cyclable pour accéder au Canal depuis le boulevard d'Armorique,"Le projet a pour but de faciliter l'accès au canal depuis le Boulevard d'Armorique en y installant une rampe. A ce jour, seul un escalier le permet. Cela faciliterait la pratique du vélo et permettrait le passage des poussettes, fauteuils roulants…",Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2/collect/depot-des-projets-1/proposals/rampe-cyclable-pour-acceder-au-canal-depuis-le-boulevard-d-armorique-1,,2017,4.0,Saint Martin,-187058.82330021946,6128392.651166334
2-313,Parcs de Street Workout avec bancs publics à pédalier et chargeurs mobiles,Il s'agit de créer un espace de musculation de plein air (Street workout) et d'installer des pédaliers aux pieds des bancs publics qui permettront la production d'électricité pour les portables.,Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2/collect/depot-des-projets-1/proposals/parcs-de-street-workout-avec-bancs-publics-a-pedalier-et-chargeurs-mobiles,,2017,3.0,Bourg l'Evesque - La Touche - Moulin du Comte,-188394.87982872032,6125008.412728762
3-110,Une bulle de verdure pour tous les habitants au centre ville,"Qui connait le square du Pré Perché ? C'est pourtant un espace privilégié de nature au cœur du centre ville, à deux pas de la future station de métro COLOMBIER .

Les aménagements et les adaptations proposés peuvent se résumer comme suit .

--> Aménagement d'un espace jeux de ballons et multisports à l'emplacement de l'espace jeux actuel .
--> Création d'un espace jeux adapté aux grands enfants ( échelles, mur d'escalade,..).
--> Reconstruction d'un espace jeux destiné aux petits enfants .
--> Renouvellement du mobilier ancien et choix des emplacements pour réduire les risques de regroupements nocturnes préjudiciables à la tranquillité des riverains .
--> Réfection de l'accès/sortie côté rue THIERS et mise aux normes handicapés .
--> Rénovation et/ou rafraichissement des parterres dégradés au fil du temps .",Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-3/collect/depot-des-projets-2/proposals/une-bulle-de-verdure-pour-tous-les-habitants-au-centre-ville-2,,2018,1.0,Centre,-187230.03267705953,6124621.971602184
3-416,Place aux jeux et à la convivialité sur une place des containers végétalisée !,"Notre projet est envisagé en cohérence avec les activités et propositions des Ateliers du Vent qui se trouvent au cœur de cette place. Il vise à ouvrir cet espace à l’ensemble des habitants, petits et grands, au travers d’une série de propositions d’aménagements :

Afin de lutter contre le phénomène d’îlot de chaleur urbain, un système de grandes voiles résistantes (type voiles de bateau), montées de façon horizontale le long de câbles soutenus par des mâts (ou accrochés aux bâtiments donnant sur la place), permettrait de créer de l’ombre d’une part, et de se protéger de la pluie d’autre part. Les voiles pourraient se replier sur elles-mêmes quand elles ne sont pas nécessaires, en les faisant glisser le long des câbles. La superposition de plusieurs voiles de couleurs différentes apporterait également une dimension esthétique et chaleureuse à la place.
La place étant actuellement très minérale (pavés, pierre, béton, sable), l’apport d’au moins une dizaine de grands bacs destinés à accueillir plusieurs types d’arbres (dont des fruitiers) permettrait de re-végétaliser la place. Ces bacs seraient déplaçables, afin d’être répartis tout autour de la place, de créer des îlots d’ombre et de fraîcheur l’été, ou par exemple de créer une allée végétalisée lorsque des événements sont organisés sur la place.
Un barbecue en libre-service (à la manière de ceux présents parc des Gayeulles par exemple), afin de contribuer aux rencontres et à la convivialité.
Une bibliothèque de rue afin de rendre la lecture accessible à tou·te·s, de partager la découverte, et d’échanger entre habitant·e·s.
Enfin, il n’y a pas de jeux de proximité pour enfants dans cette partie du quartier, alors même qu’ils sont de plus en plus nombreux (plusieurs immeubles ont été livrés ces trois dernières années et d’autres sont à venir) et en demande. Nous proposons l’élaboration et la création d’une structure, soumise à appel à projets d’artistes, afin d’offrir aux nombreux enfants du quartier un cadre de jeu et d’imagination, sur une place sécurisée par son caractère entièrement piéton. La mobilisation d’artistes sur ce projet ferait écho à la dimension artistique du quartier (Ateliers du Vent, artisans du futur mur habité)",A l'étude,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-3/collect/depot-des-projets-2/proposals/place-aux-jeux-et-a-la-convivialite-sur-une-place-des-containers-vegetalisee,,2018,9.0,Cleunay - Arsenal - Redon,-188844.0539740712,6124002.168433698
3-553,Végétalisons le centre-ville !,"Le centre-ville de Rennes est jugé gris et minéral par toutes les personnes qui découvrent la Ville, ce constat est largement partagé par les touristes mais aussi par une majorité de Rennais depuis de nombreuses années comme en témoignent régulièrement les consultations auprès des habitants.
Il n'y a en effet pas d’arbres ni de végétation dans la plupart des rues et des places de l’hyper-centre, alors qu'il est parfaitement possible de verdir le centre-ville malgré les contraintes liées à ses rues parfois peu larges (comme cela a été fait il y a plusieurs années dans la partie piétonne de la rue Vasselot) ou à la nécessité de ne pas occulter la lumière pour les riverains, en choisissant les essences d'arbres en fonction de leur croissance, de leur taille, etc …. 
- Champ Libres
- Limite Nord : axe rue St Mélaine - rue d'échange
- Limite Sud : axe Esplanade De Gaulle - Cité Judiciaire
- Limite Est : axe rue Gambetta - avenue Janvier
- Limite Ouest : axe rue de Dinan - boulevard de la TA",Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-3/collect/depot-des-projets-2/proposals/proposition-sans-titre-12,,2018,1.0,Centre,-186518.1445334365,6124709.16106716
7-16,COMMUNE CUISINE !,"Créer une cuisine commune pour tous ceux qui souhaitent cuisiner mais qui n’ont pas l’équipement adéquat chez eux (les étudiants, les personnes sans domicile fixe...)",Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-4-2/collect/depot-des-projets-3/proposals/comm-une-cuisine,,2019,,,-183882.38842212787,6121098.259210353
7-82,COUVRIR UN BOULODROME,Recouvrir la moitié du boulodrome et changer les baraquements de l’équipement localisé à Bréquigny.,A l'étude,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-4-2/collect/depot-des-projets-3/proposals/couvrir-un-boulodrome,,2019,12.0,Bréquigny,-188144.4109744303,6121874.0409242045
7-142,Pour une place de la Convivialité! (Métro Clemenceau),Dynamiser la place de la Communauté en appliquant les conclusions de la concertation avec des habitants qui proposent un projet de réaménagement global de la place axé sur la convivialité intergénérationnelle.,A l'étude,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-4-2/collect/depot-des-projets-3/proposals/pour-une-place-de-la-convivialite-metro-clemenceau-2,,2019,8.0,Sud gare,-186460.59235669638,6122273.191243156
7-158,Remplacer le bitume par bitume végétal : Végécol ou autre,"Sur les nouveaux aménagements, utiliser des revêtements plus esthétiques et moins polluants que le bitume.",Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-4-2/collect/depot-des-projets-3/proposals/remplacer-le-bitume-par-bitume-vegetal-vegecol-ou-autre,,2019,,,-191150.5938233078,6123073.047769981
7-198,Sécuriser l'accès à l'école Marcel Pagnol sur l'avenue Général Leclerc,Matérialisation d’un passage piéton pour sécuriser un accès à l’école Marcel Pagnol.,A l'étude,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-4-2/collect/depot-des-projets-3/proposals/securiser-lacces-a-lecole-marcel-pagnol-sur-lavenue-general-leclerc,,2019,6.0,Jeanne d'Arc - Longs Champs -  Beaulieu,-183964.21937981,6126103.1126736775
7-199,Développer les activités sportives au stade courtemanche,Repenser l’aménagement du stade Courtemanche en créant un terrain multi-sports.,A l'étude,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-4-2/collect/depot-des-projets-3/proposals/developper-les-activites-sportives-au-stade-courtemanche,,2019,6.0,Jeanne d'Arc - Longs Champs -  Beaulieu,-184831.79896325644,6126766.739867401
7-307,Stop au gaspillage d'eau potable,Le projet prévoit l’expérimentation d’un double circuit de gestion de l’eau en ajoutant un circuit de récupération de l’eau de pluie pour les chasses d’eau des bâtiments publics et WC publics.,A l'étude,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-4-2/collect/depot-des-projets-3/proposals/stop-au-gaspillage-deau-potable,,2019,,,,
7-378,"UN CŒUR DE QUARTIER A ST MARTIN, une petite Place pour une grande ambition",Le projet consiste à restructurer le parvis afin de devenir un lieu de vie pour les habitants du quartier.,A l'étude,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-4-2/collect/depot-des-projets-3/proposals/un-coeur-de-quartier-a-st-martin-une-petite-place-pour-une-grande-ambition,,2019,4.0,Saint Martin,,
7-505,"Clemenceau, agir ensemble pour un boulevard zen !","Il s’agit de sécuriser le boulevard Clemenceau (aménagements pour baisser la vitesse des automobilistes, sécuriser les usager du boulevard : piétons, cyclistes..) et de proposer dans un second temps une concertation dans le but d’aboutir sur cette artère la programmation d’un projet urbain de qualité en tenant compte des avis du plus grand nombre.",A l'étude,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-4-2/collect/depot-des-projets-3/proposals/proposition-sans-titre-25,,2019,12.0,Bréquigny,-186616.82926202478,6122394.223292665
1-91,un espace de basket social,"Après l'aménagement du city stade l'année dernière, cet espace s'est enrichi d'équipements de pique-nique, de jeux pour les enfants, d'une structure parkours.",Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2016/collect/collecte-des-propositions-1/proposals/un-espace-de-basket-social,https://fabriquecitoyenne.rennes.fr/media/default/0001/02/5958d4f39792fbacbdf7849a930633eb4e8f1415.jpeg,2016,11.0,Le Blosne,-185970.4526387336,6121439.246553453
1-116,"des pompes à vélo électriques à disposition de tous
Mail François Mitterrand",Installation de pompes à vélo et petits outils aux abords de centres commerciaux.,Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2016/collect/collecte-des-propositions-1/proposals/des-pompes-a-velo-electriques-a-disposition-de-tous,https://fabriquecitoyenne.rennes.fr/media/default/0001/02/32dcb0a50e396fabc2fd1fcde4560d0331221342.jpeg,2016,,,-187756.1285905485,6125228.815343726
1-168,Boîtes à livres,"Création de boîtes à livres dans les parcs, sur les places et à proximité d'associations de quartiers. Ce projet a été fusionné avec les ""Croque-Rennes""",Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2016/collect/collecte-des-propositions-1/proposals/boites-a-livres,https://fabriquecitoyenne.rennes.fr//media/default/0001/01/aa05f957adb153fd7a89a88dd74d72db266037d9.jpeg,2016,,,-182528.78794187796,6127585.910703488
1-188,Transats publics,Installation de cinq transats sur le quai Saint-Cyr.,Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2016/collect/collecte-des-propositions-1/proposals/installation-de-transats-publics,https://fabriquecitoyenne.rennes.fr/media/default/0001/02/972368b3757f5b2512531d4b0a7992b2c9d158ab.jpeg,2016,3.0,Bourg l'Evesque - La Touche - Moulin du Comte,-188018.3973108575,6124979.404032223
1-330,"Création de bibliothèques de rues
Square de la Rance",,Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2016/collect/collecte-des-propositions-1/proposals/creation-de-bibliotheques-de-rues,https://fabriquecitoyenne.rennes.fr/media/default/0001/02/65adbf6e12d52c8f6bc2aca6e6f1cea5c95e313c.jpeg,2016,,,-187122.16409048083,6126576.028700951
1-338,Guinguette,"Aménagement de l'espace public le long du canal d'Ille et Rance pour danser, écouter de la musique…",Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2016/collect/collecte-des-propositions-1/proposals/guinguette,,2016,1.0,Centre,,
1-362,Pose de cendriers de rue,Mise en place de cendriers de rue.,Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2016/collect/collecte-des-propositions-1/proposals/pose-de-cendriers-de-rue,https://fabriquecitoyenne.rennes.fr/media/default/0001/02/9a71c3eab595356bd9ec2ec356c9669093c020d7.jpeg,2016,1.0,Centre,-186698.70474750322,6126467.643552557
1-384,"Embellir la richesse de notre patrimoine ""vert""",Création d'un chemin piétonnier entre la coulée verte et le parc des Gayeulles,Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2016/collect/collecte-des-propositions-1/proposals/embellir-la-richesse-de-notre-patrimoine-vert,,2016,5.0,Maurepas - Bellangerais,-184436.13609712993,6130427.092595609
1-560,"Croque-Rennes
Parc du Thabor","Création de boîtes à livres ludiques dans les parcs, sur les places et à côté des association de quartier. 24 boîtes à livres sont proposés sur le territoire rennais, pour que tout le monde puisse déposer et prendre un ou plusieurs livres qu'il a envie de lire, puis peut les remettre pour que d'autres personnes en profitent à leur tour.",Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2016/collect/collecte-des-propositions-1/proposals/croque-rennes,https://fabriquecitoyenne.rennes.fr/media/default/0001/01/1293bee63ded3bbaff47f8448c1cb3498c363cd2.jpeg,2016,,,-185903.77226374845,6125835.201871075
1-560,"Croque-Rennes
Parc de Bréquigny","Création de boîtes à livres ludiques dans les parcs, sur les places et à côté des association de quartier. 24 boîtes à livres sont proposés sur le territoire rennais, pour que tout le monde puisse déposer et prendre un ou plusieurs livres qu'il a envie de lire, puis peut les remettre pour que d'autres personnes en profitent à leur tour.",Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2016/collect/collecte-des-propositions-1/proposals/croque-rennes,https://fabriquecitoyenne.rennes.fr/media/default/0001/01/6e37abf837410e5b61094a4fb46a029cd0e56a99.jpeg,2016,,,-187914.42490645655,6120639.542482155
1-604,"Dessiner des marelles et des jeux sur les trottoirs et places de la ville
ruelle aux chapeliers","Création de 24 marelles, soit deux par quartier, pour permettre aux enfants de jouer dehors dans tout endroit.",Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2016/collect/collecte-des-propositions-1/proposals/dessiner-des-marelles-et-des-jeux-sur-les-trottoirs-et-places-de-la-ville,https://fabriquecitoyenne.rennes.fr/media/default/0001/02/2915db06294037fc724500ba2e1ea79349ccf694.jpeg,2016,,,-187189.73502139235,6126234.5367564475
1-604,"Dessiner des marelles et des jeux sur les trottoirs et places de la ville
Jardin de la Corbinière","Création de 24 marelles, soit deux par quartier, pour permettre aux enfants de jouer dehors dans tout endroit.",Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2016/collect/collecte-des-propositions-1/proposals/dessiner-des-marelles-et-des-jeux-sur-les-trottoirs-et-places-de-la-ville,https://fabriquecitoyenne.rennes.fr/media/default/0001/02/2915db06294037fc724500ba2e1ea79349ccf694.jpeg,2016,,,-190150.94479598422,6123615.60599527
1-649,Nouvelle piste cyclable devant le collège Échange,Création d'une piste cyclable rue d'Échange.,Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2016/collect/collecte-des-propositions-1/proposals/nouvelle-piste-cyclable-devant-le-college-echange,https://fabriquecitoyenne.rennes.fr/media/default/0001/01/6a3bb4cbf9a29221fb945fecab2cf84e4f85eee9.jpeg,2016,1.0,Centre,-187457.68103573174,6126036.25090343
1-818,Chemins pour fauteuils roulants et poussettes dans les parcs et jardins publics de Rennes,Chemins pour fauteuils roulants et poussettes dans les parcs et jardins publics de Rennes. Le projet est de réaliser des chemins accessibles aux fauteuils roulants et poussettes dans les parcs de la Ville. La proposition est d'aménager une bande de 2 mètres de large sur environ 500 mètres par un revêtement circulable par tous les temps. Une première expérimentation est réalisée Square Antoine Jagu.,Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2016/collect/collecte-des-propositions-1/proposals/chemins-pour-fauteuils-roulants-et-poussettes-dans-les-parcs-et-jardins-publics-de-rennes,,2016,,,-187538.72162502928,6126616.381675735
1-916,Les boites de rue,"Portées par les compagnies rennaises le Syndrome à Bascule et Les Emplumées, le projet consiste en sept boîtes de tailles variables, disposées dans des lieux publics. Les passants sont invités à y entrer par deux, pendant une durée de 5 minutes environ.
A l’intérieur de chacune d’elles, un comédien offre une expérience spécifique",Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2016/collect/collecte-des-propositions-1/proposals/les-boites-de-rue,,2016,,,-186569.6854576738,6124334.169310514
2-384,Un espace en plein air dédié à l’image projetée,Il s'agit de la réalisation d'un espace sur le quartier du Blosne pour permettre des séances de cinéma en plein air. Le lieu est à déterminer en fonction des évolutions urbaines du quartier.,A l'étude,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2/collect/depot-des-projets-1/proposals/un-espace-en-plein-air-dedie-a-l-image-projetee,,2017,11.0,Le Blosne,,
2-398,Cabane à dons à l'entrée du parc Bréquigny,Il s'agit de la création d'un espace où les habitants pourront déposer des objets pour que d'autres habitants puissent s'en servir. Cet espace sera géré par l'association PtitSelBréquigny.,Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2/collect/depot-des-projets-1/proposals/cabane-a-dons-a-l-entree-du-parc-brequigny,,2017,12.0,Bréquigny,-188322.5221597047,6120790.012460882
2-58,Les panneaux solaires photovoltaïques pour l'école Villeneuve,Le projet consiste à installer une centrale de production solaire sur le toit de l'école élémentaire Villeneuve.,Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2/collect/depot-des-projets-1/proposals/les-panneaux-solaires-photovoltaiques-pour-l-ecole-villeneuve,,2017,8.0,Sud gare,-187316.63924089665,6123325.570596805
2-461,Des fauteuils roulants pour les douches des piscines rennaises,"Les piscines de Bréquigny, des Gayeulles sont équipées de deux ""fauteuils pour la douche"" pour personnes à mobilité réduite et la piscine de Villejean en dispose d'un. Le projet consiste à équiper de 2 fauteuils supplémentaires la piscine de Bréquigny.",Réalisé,,,,,,-183753.52497958008,6129267.72184572
2-461,Des fauteuils roulants pour les douches des piscines rennaises,"Les piscines de Bréquigny, des Gayeulles sont équipées de deux ""fauteuils pour la douche"" pour personnes à mobilité réduite et la piscine de Villejean en dispose d'un. Le projet consiste à équiper de 2 fauteuils supplémentaires la piscine de Bréquigny.",Réalisé,,,,,,-186403.78602054136,6125541.456675401
2-476,STOP aux déjections canines sous les chaussures,"Le projet consiste ici à développer une meilleure signalétique concernant les déjections canines, et les lieux de distribution de sacs.",Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2/collect/depot-des-projets-1/proposals/les-crottes-c-est-sale-ca-pue-et-c-est-moche,,2017,,,-188127.71305081647,6125772.010290222
2-476,STOP aux déjections canines sous les chaussures,"Le projet consiste ici à développer une meilleure signalétique concernant les déjections canines, et les lieux de distribution de sacs.",Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2/collect/depot-des-projets-1/proposals/les-crottes-c-est-sale-ca-pue-et-c-est-moche,,2017,,,-185109.61901642923,6123951.492588718
2-476,STOP aux déjections canines sous les chaussures,"Le projet consiste ici à développer une meilleure signalétique concernant les déjections canines, et les lieux de distribution de sacs.",Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2/collect/depot-des-projets-1/proposals/les-crottes-c-est-sale-ca-pue-et-c-est-moche,,2017,,,-187387.4384370412,6124350.7396852905
2-178,square des familles : une aire de jeux expérimentale,"Le projet envisage la réalisation d'un espace de convivialité par l'installation de mobiliers : bancs, tables et d'équipements dans parc des Chalais.",Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2/collect/depot-des-projets-1/proposals/square-des-familles-une-aire-de-jeux-experimentale,,2017,,,-187050.80829688234,6121667.556677104
2-521,Pôle Santé Mieux-être Solidaire,"Il s'agit d'aider l'association à acheter du matériel informatique, de relaxation, de soins esthétiques, d'accueil afin d'accomplir sa mission d'intérêt général. Grâce à une tarification solidaire et à un tarif ""sortir"", la maison du bien-être solidaire propose les services suivants : accès à la psychothérapie, à la relaxation, aux soins esthétiques ainsi qu'à des conseils en image, dans l'objectif d'obtenir des résultats efficients sur l'insertion sociale, professionnelle et personnelle.",Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2/collect/depot-des-projets-1/proposals/pole-sante-mieux-etre-solidaire-1,https://fabriquecitoyenne.rennes.fr/media/default/0001/01/9b6f2428ad4d554d2240d5b5d2236613cc5a50e6.jpeg,2017,8.0,Sud gare,-185663.32216363496,6122785.1974912705
2-536,Ruches pédagogiques dans le quartier Alphonse Guérin,L'association sera dotée du matériel nécessaire à la construction d'une ruche pédagogique qui pourra servir de support et à produire du miel rennais.,Réalisé,https://fabriquecitoyenne.rennes.fr/projects/budget-participatif-2/collect/depot-des-projets-1/proposals/ruches-pedagogiques-dans-le-quartier-alphonse-guerin,,2017,2.0,Thabor - Saint-Hélier - Alphonse Guérin,-184560.14600987363,6125011.747067993
